0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,date,day_of_week,cnt
1.0,1077.0,2.0,5.0,2016.0,7.0,1159929.0,2154.0,5385.0,2171232.0,7539.0,4.0,10.0,4032.0,14.0,25.0,10080.0,35.0,4064256.0,14112.0,49.0,1077.0,2.0,1916
1.0,1078.0,3.0,5.0,2016.0,8.0,1162084.0,3234.0,5390.0,2173248.0,8624.0,9.0,15.0,6048.0,24.0,25.0,10080.0,40.0,4064256.0,16128.0,64.0,1078.0,3.0,2190
1.0,1079.0,4.0,5.0,2016.0,9.0,1164241.0,4316.0,5395.0,2175264.0,9711.0,16.0,20.0,8064.0,36.0,25.0,10080.0,45.0,4064256.0,18144.0,81.0,1079.0,4.0,1796
1.0,1080.0,5.0,5.0,2016.0,10.0,1166400.0,5400.0,5400.0,2177280.0,10800.0,25.0,25.0,10080.0,50.0,25.0,10080.0,50.0,4064256.0,20160.0,100.0,1080.0,5.0,1939
1.0,1081.0,6.0,5.0,2016.0,11.0,1168561.0,6486.0,5405.0,2179296.0,11891.0,36.0,30.0,12096.0,66.0,25.0,10080.0,55.0,4064256.0,22176.0,121.0,1081.0,6.0,539
1.0,1082.0,1.0,5.0,2016.0,13.0,1170724.0,1082.0,5410.0,2181312.0,14066.0,1.0,5.0,2016.0,13.0,25.0,10080.0,65.0,4064256.0,26208.0,169.0,1082.0,1.0,2809
1.0,1083.0,2.0,5.0,2016.0,14.0,1172889.0,2166.0,5415.0,2183328.0,15162.0,4.0,10.0,4032.0,28.0,25.0,10080.0,70.0,4064256.0,28224.0,196.0,1083.0,2.0,1985
1.0,1084.0,3.0,5.0,2016.0,15.0,1175056.0,3252.0,5420.0,2185344.0,16260.0,9.0,15.0,6048.0,45.0,25.0,10080.0,75.0,4064256.0,30240.0,225.0,1084.0,3.0,2824
1.0,1085.0,4.0,5.0,2016.0,16.0,1177225.0,4340.0,5425.0,2187360.0,17360.0,16.0,20.0,8064.0,64.0,25.0,10080.0,80.0,4064256.0,32256.0,256.0,1085.0,4.0,35
1.0,1086.0,6.0,5.0,2016.0,17.0,1179396.0,6516.0,5430.0,2189376.0,18462.0,36.0,30.0,12096.0,102.0,25.0,10080.0,85.0,4064256.0,34272.0,289.0,1086.0,6.0,50
1.0,1087.0,7.0,5.0,2016.0,18.0,1181569.0,7609.0,5435.0,2191392.0,19566.0,49.0,35.0,14112.0,126.0,25.0,10080.0,90.0,4064256.0,36288.0,324.0,1087.0,7.0,2324
1.0,1088.0,1.0,5.0,2016.0,19.0,1183744.0,1088.0,5440.0,2193408.0,20672.0,1.0,5.0,2016.0,19.0,25.0,10080.0,95.0,4064256.0,38304.0,361.0,1088.0,1.0,1900
1.0,1089.0,2.0,5.0,2016.0,20.0,1185921.0,2178.0,5445.0,2195424.0,21780.0,4.0,10.0,4032.0,40.0,25.0,10080.0,100.0,4064256.0,40320.0,400.0,1089.0,2.0,1854
1.0,1090.0,3.0,5.0,2016.0,21.0,1188100.0,3270.0,5450.0,2197440.0,22890.0,9.0,15.0,6048.0,63.0,25.0,10080.0,105.0,4064256.0,42336.0,441.0,1090.0,3.0,1832
1.0,1091.0,4.0,5.0,2016.0,22.0,1190281.0,4364.0,5455.0,2199456.0,24002.0,16.0,20.0,8064.0,88.0,25.0,10080.0,110.0,4064256.0,44352.0,484.0,1091.0,4.0,1309
1.0,1092.0,5.0,5.0,2016.0,23.0,1192464.0,5460.0,5460.0,2201472.0,25116.0,25.0,25.0,10080.0,115.0,25.0,10080.0,115.0,4064256.0,46368.0,529.0,1092.0,5.0,1578
1.0,1093.0,6.0,5.0,2016.0,24.0,1194649.0,6558.0,5465.0,2203488.0,26232.0,36.0,30.0,12096.0,144.0,25.0,10080.0,120.0,4064256.0,48384.0,576.0,1093.0,6.0,524
1.0,1094.0,7.0,5.0,2016.0,25.0,1196836.0,7658.0,5470.0,2205504.0,27350.0,49.0,35.0,14112.0,175.0,25.0,10080.0,125.0,4064256.0,50400.0,625.0,1094.0,7.0,15
1.0,1095.0,1.0,5.0,2016.0,26.0,1199025.0,1095.0,5475.0,2207520.0,28470.0,1.0,5.0,2016.0,26.0,25.0,10080.0,130.0,4064256.0,52416.0,676.0,1095.0,1.0,1956
1.0,1096.0,2.0,5.0,2016.0,27.0,1201216.0,2192.0,5480.0,2209536.0,29592.0,4.0,10.0,4032.0,54.0,25.0,10080.0,135.0,4064256.0,54432.0,729.0,1096.0,2.0,1805
1.0,1097.0,3.0,5.0,2016.0,28.0,1203409.0,3291.0,5485.0,2211552.0,30716.0,9.0,15.0,6048.0,84.0,25.0,10080.0,140.0,4064256.0,56448.0,784.0,1097.0,3.0,2287
1.0,1098.0,4.0,5.0,2016.0,29.0,1205604.0,4392.0,5490.0,2213568.0,31842.0,16.0,20.0,8064.0,116.0,25.0,10080.0,145.0,4064256.0,58464.0,841.0,1098.0,4.0,1057
1.0,1099.0,5.0,5.0,2016.0,30.0,1207801.0,5495.0,5495.0,2215584.0,32970.0,25.0,25.0,10080.0,150.0,25.0,10080.0,150.0,4064256.0,60480.0,900.0,1099.0,5.0,1499
1.0,1100.0,6.0,5.0,2016.0,31.0,1210000.0,6600.0,5500.0,2217600.0,34100.0,36.0,30.0,12096.0,186.0,25.0,10080.0,155.0,4064256.0,62496.0,961.0,1100.0,6.0,591
1.0,1101.0,1.0,6.0,2016.0,2.0,1212201.0,1101.0,6606.0,2219616.0,2202.0,1.0,6.0,2016.0,2.0,36.0,12096.0,12.0,4064256.0,4032.0,4.0,1101.0,1.0,2120
1.0,1102.0,2.0,6.0,2016.0,3.0,1214404.0,2204.0,6612.0,2221632.0,3306.0,4.0,12.0,4032.0,6.0,36.0,12096.0,18.0,4064256.0,6048.0,9.0,1102.0,2.0,2545
1.0,1103.0,3.0,6.0,2016.0,4.0,1216609.0,3309.0,6618.0,2223648.0,4412.0,9.0,18.0,6048.0,12.0,36.0,12096.0,24.0,4064256.0,8064.0,16.0,1103.0,3.0,2107
1.0,1104.0,4.0,6.0,2016.0,5.0,1218816.0,4416.0,6624.0,2225664.0,5520.0,16.0,24.0,8064.0,20.0,36.0,12096.0,30.0,4064256.0,10080.0,25.0,1104.0,4.0,1568
1.0,1105.0,5.0,6.0,2016.0,6.0,1221025.0,5525.0,6630.0,2227680.0,6630.0,25.0,30.0,10080.0,30.0,36.0,12096.0,36.0,4064256.0,12096.0,36.0,1105.0,5.0,1321
1.0,1106.0,6.0,6.0,2016.0,7.0,1223236.0,6636.0,6636.0,2229696.0,7742.0,36.0,36.0,12096.0,42.0,36.0,12096.0,42.0,4064256.0,14112.0,49.0,1106.0,6.0,631
1.0,1107.0,1.0,6.0,2016.0,9.0,1225449.0,1107.0,6642.0,2231712.0,9963.0,1.0,6.0,2016.0,9.0,36.0,12096.0,54.0,4064256.0,18144.0,81.0,1107.0,1.0,2034
1.0,1108.0,2.0,6.0,2016.0,10.0,1227664.0,2216.0,6648.0,2233728.0,11080.0,4.0,12.0,4032.0,20.0,36.0,12096.0,60.0,4064256.0,20160.0,100.0,1108.0,2.0,2409
1.0,1109.0,3.0,6.0,2016.0,11.0,1229881.0,3327.0,6654.0,2235744.0,12199.0,9.0,18.0,6048.0,33.0,36.0,12096.0,66.0,4064256.0,22176.0,121.0,1109.0,3.0,2008
1.0,1110.0,4.0,6.0,2016.0,12.0,1232100.0,4440.0,6660.0,2237760.0,13320.0,16.0,24.0,8064.0,48.0,36.0,12096.0,72.0,4064256.0,24192.0,144.0,1110.0,4.0,1118
1.0,1111.0,5.0,6.0,2016.0,13.0,1234321.0,5555.0,6666.0,2239776.0,14443.0,25.0,30.0,10080.0,65.0,36.0,12096.0,78.0,4064256.0,26208.0,169.0,1111.0,5.0,1958
1.0,1112.0,6.0,6.0,2016.0,14.0,1236544.0,6672.0,6672.0,2241792.0,15568.0,36.0,36.0,12096.0,84.0,36.0,12096.0,84.0,4064256.0,28224.0,196.0,1112.0,6.0,614
1.0,1113.0,1.0,6.0,2016.0,16.0,1238769.0,1113.0,6678.0,2243808.0,17808.0,1.0,6.0,2016.0,16.0,36.0,12096.0,96.0,4064256.0,32256.0,256.0,1113.0,1.0,2076
1.0,1114.0,2.0,6.0,2016.0,17.0,1240996.0,2228.0,6684.0,2245824.0,18938.0,4.0,12.0,4032.0,34.0,36.0,12096.0,102.0,4064256.0,34272.0,289.0,1114.0,2.0,1936
1.0,1115.0,3.0,6.0,2016.0,18.0,1243225.0,3345.0,6690.0,2247840.0,20070.0,9.0,18.0,6048.0,54.0,36.0,12096.0,108.0,4064256.0,36288.0,324.0,1115.0,3.0,1804
1.0,1116.0,4.0,6.0,2016.0,19.0,1245456.0,4464.0,6696.0,2249856.0,21204.0,16.0,24.0,8064.0,76.0,36.0,12096.0,114.0,4064256.0,38304.0,361.0,1116.0,4.0,1514
1.0,1117.0,5.0,6.0,2016.0,20.0,1247689.0,5585.0,6702.0,2251872.0,22340.0,25.0,30.0,10080.0,100.0,36.0,12096.0,120.0,4064256.0,40320.0,400.0,1117.0,5.0,1939
1.0,1118.0,6.0,6.0,2016.0,21.0,1249924.0,6708.0,6708.0,2253888.0,23478.0,36.0,36.0,12096.0,126.0,36.0,12096.0,126.0,4064256.0,42336.0,441.0,1118.0,6.0,545
1.0,1119.0,1.0,6.0,2016.0,23.0,1252161.0,1119.0,6714.0,2255904.0,25737.0,1.0,6.0,2016.0,23.0,36.0,12096.0,138.0,4064256.0,46368.0,529.0,1119.0,1.0,2041
1.0,1120.0,2.0,6.0,2016.0,24.0,1254400.0,2240.0,6720.0,2257920.0,26880.0,4.0,12.0,4032.0,48.0,36.0,12096.0,144.0,4064256.0,48384.0,576.0,1120.0,2.0,2619
1.0,1121.0,3.0,6.0,2016.0,25.0,1256641.0,3363.0,6726.0,2259936.0,28025.0,9.0,18.0,6048.0,75.0,36.0,12096.0,150.0,4064256.0,50400.0,625.0,1121.0,3.0,2418
1.0,1122.0,4.0,6.0,2016.0,26.0,1258884.0,4488.0,6732.0,2261952.0,29172.0,16.0,24.0,8064.0,104.0,36.0,12096.0,156.0,4064256.0,52416.0,676.0,1122.0,4.0,1643
1.0,1123.0,5.0,6.0,2016.0,27.0,1261129.0,5615.0,6738.0,2263968.0,30321.0,25.0,30.0,10080.0,135.0,36.0,12096.0,162.0,4064256.0,54432.0,729.0,1123.0,5.0,1848
1.0,1124.0,6.0,6.0,2016.0,28.0,1263376.0,6744.0,6744.0,2265984.0,31472.0,36.0,36.0,12096.0,168.0,36.0,12096.0,168.0,4064256.0,56448.0,784.0,1124.0,6.0,798
1.0,1125.0,1.0,6.0,2016.0,30.0,1265625.0,1125.0,6750.0,2268000.0,33750.0,1.0,6.0,2016.0,30.0,36.0,12096.0,180.0,4064256.0,60480.0,900.0,1125.0,1.0,2312
1.0,1126.0,2.0,7.0,2016.0,1.0,1267876.0,2252.0,7882.0,2270016.0,1126.0,4.0,14.0,4032.0,2.0,49.0,14112.0,7.0,4064256.0,2016.0,1.0,1126.0,2.0,2555
1.0,1127.0,3.0,7.0,2016.0,2.0,1270129.0,3381.0,7889.0,2272032.0,2254.0,9.0,21.0,6048.0,6.0,49.0,14112.0,14.0,4064256.0,4032.0,4.0,1127.0,3.0,1954
1.0,1128.0,4.0,7.0,2016.0,3.0,1272384.0,4512.0,7896.0,2274048.0,3384.0,16.0,28.0,8064.0,12.0,49.0,14112.0,21.0,4064256.0,6048.0,9.0,1128.0,4.0,1663
1.0,1129.0,5.0,7.0,2016.0,4.0,1274641.0,5645.0,7903.0,2276064.0,4516.0,25.0,35.0,10080.0,20.0,49.0,14112.0,28.0,4064256.0,8064.0,16.0,1129.0,5.0,2019
1.0,1130.0,6.0,7.0,2016.0,5.0,1276900.0,6780.0,7910.0,2278080.0,5650.0,36.0,42.0,12096.0,30.0,49.0,14112.0,35.0,4064256.0,10080.0,25.0,1130.0,6.0,511
1.0,1131.0,1.0,7.0,2016.0,7.0,1279161.0,1131.0,7917.0,2280096.0,7917.0,1.0,7.0,2016.0,7.0,49.0,14112.0,49.0,4064256.0,14112.0,49.0,1131.0,1.0,2770
1.0,1132.0,2.0,7.0,2016.0,8.0,1281424.0,2264.0,7924.0,2282112.0,9056.0,4.0,14.0,4032.0,16.0,49.0,14112.0,56.0,4064256.0,16128.0,64.0,1132.0,2.0,2175
1.0,1133.0,3.0,7.0,2016.0,9.0,1283689.0,3399.0,7931.0,2284128.0,10197.0,9.0,21.0,6048.0,27.0,49.0,14112.0,63.0,4064256.0,18144.0,81.0,1133.0,3.0,1697
1.0,1134.0,4.0,7.0,2016.0,10.0,1285956.0,4536.0,7938.0,2286144.0,11340.0,16.0,28.0,8064.0,40.0,49.0,14112.0,70.0,4064256.0,20160.0,100.0,1134.0,4.0,1532
1.0,1135.0,5.0,7.0,2016.0,11.0,1288225.0,5675.0,7945.0,2288160.0,12485.0,25.0,35.0,10080.0,55.0,49.0,14112.0,77.0,4064256.0,22176.0,121.0,1135.0,5.0,2045
1.0,1136.0,6.0,7.0,2016.0,12.0,1290496.0,6816.0,7952.0,2290176.0,13632.0,36.0,42.0,12096.0,72.0,49.0,14112.0,84.0,4064256.0,24192.0,144.0,1136.0,6.0,601
1.0,1137.0,1.0,7.0,2016.0,14.0,1292769.0,1137.0,7959.0,2292192.0,15918.0,1.0,7.0,2016.0,14.0,49.0,14112.0,98.0,4064256.0,28224.0,196.0,1137.0,1.0,2898
1.0,1138.0,2.0,7.0,2016.0,15.0,1295044.0,2276.0,7966.0,2294208.0,17070.0,4.0,14.0,4032.0,30.0,49.0,14112.0,105.0,4064256.0,30240.0,225.0,1138.0,2.0,2255
1.0,1139.0,3.0,7.0,2016.0,16.0,1297321.0,3417.0,7973.0,2296224.0,18224.0,9.0,21.0,6048.0,48.0,49.0,14112.0,112.0,4064256.0,32256.0,256.0,1139.0,3.0,2637
1.0,1140.0,4.0,7.0,2016.0,17.0,1299600.0,4560.0,7980.0,2298240.0,19380.0,16.0,28.0,8064.0,68.0,49.0,14112.0,119.0,4064256.0,34272.0,289.0,1140.0,4.0,1675
1.0,1141.0,5.0,7.0,2016.0,18.0,1301881.0,5705.0,7987.0,2300256.0,20538.0,25.0,35.0,10080.0,90.0,49.0,14112.0,126.0,4064256.0,36288.0,324.0,1141.0,5.0,2360
1.0,1142.0,6.0,7.0,2016.0,19.0,1304164.0,6852.0,7994.0,2302272.0,21698.0,36.0,42.0,12096.0,114.0,49.0,14112.0,133.0,4064256.0,38304.0,361.0,1142.0,6.0,585
1.0,1143.0,1.0,7.0,2016.0,21.0,1306449.0,1143.0,8001.0,2304288.0,24003.0,1.0,7.0,2016.0,21.0,49.0,14112.0,147.0,4064256.0,42336.0,441.0,1143.0,1.0,3134
1.0,1144.0,2.0,7.0,2016.0,22.0,1308736.0,2288.0,8008.0,2306304.0,25168.0,4.0,14.0,4032.0,44.0,49.0,14112.0,154.0,4064256.0,44352.0,484.0,1144.0,2.0,2296
1.0,1145.0,3.0,7.0,2016.0,23.0,1311025.0,3435.0,8015.0,2308320.0,26335.0,9.0,21.0,6048.0,69.0,49.0,14112.0,161.0,4064256.0,46368.0,529.0,1145.0,3.0,1489
1.0,1146.0,4.0,7.0,2016.0,24.0,1313316.0,4584.0,8022.0,2310336.0,27504.0,16.0,28.0,8064.0,96.0,49.0,14112.0,168.0,4064256.0,48384.0,576.0,1146.0,4.0,2542
1.0,1147.0,5.0,7.0,2016.0,25.0,1315609.0,5735.0,8029.0,2312352.0,28675.0,25.0,35.0,10080.0,125.0,49.0,14112.0,175.0,4064256.0,50400.0,625.0,1147.0,5.0,1817
1.0,1148.0,6.0,7.0,2016.0,26.0,1317904.0,6888.0,8036.0,2314368.0,29848.0,36.0,42.0,12096.0,156.0,49.0,14112.0,182.0,4064256.0,52416.0,676.0,1148.0,6.0,691
1.0,1149.0,7.0,7.0,2016.0,27.0,1320201.0,8043.0,8043.0,2316384.0,31023.0,49.0,49.0,14112.0,189.0,49.0,14112.0,189.0,4064256.0,54432.0,729.0,1149.0,7.0,24
1.0,1150.0,1.0,7.0,2016.0,28.0,1322500.0,1150.0,8050.0,2318400.0,32200.0,1.0,7.0,2016.0,28.0,49.0,14112.0,196.0,4064256.0,56448.0,784.0,1150.0,1.0,2637
1.0,1151.0,2.0,7.0,2016.0,29.0,1324801.0,2302.0,8057.0,2320416.0,33379.0,4.0,14.0,4032.0,58.0,49.0,14112.0,203.0,4064256.0,58464.0,841.0,1151.0,2.0,2834
1.0,1152.0,3.0,7.0,2016.0,30.0,1327104.0,3456.0,8064.0,2322432.0,34560.0,9.0,21.0,6048.0,90.0,49.0,14112.0,210.0,4064256.0,60480.0,900.0,1152.0,3.0,1908
1.0,1153.0,4.0,7.0,2016.0,31.0,1329409.0,4612.0,8071.0,2324448.0,35743.0,16.0,28.0,8064.0,124.0,49.0,14112.0,217.0,4064256.0,62496.0,961.0,1153.0,4.0,1841
1.0,1154.0,5.0,8.0,2016.0,1.0,1331716.0,5770.0,9232.0,2326464.0,1154.0,25.0,40.0,10080.0,5.0,64.0,16128.0,8.0,4064256.0,2016.0,1.0,1154.0,5.0,2643
1.0,1155.0,6.0,8.0,2016.0,2.0,1334025.0,6930.0,9240.0,2328480.0,2310.0,36.0,48.0,12096.0,12.0,64.0,16128.0,16.0,4064256.0,4032.0,4.0,1155.0,6.0,772
1.0,1156.0,1.0,8.0,2016.0,4.0,1336336.0,1156.0,9248.0,2330496.0,4624.0,1.0,8.0,2016.0,4.0,64.0,16128.0,32.0,4064256.0,8064.0,16.0,1156.0,1.0,2453
1.0,1157.0,2.0,8.0,2016.0,5.0,1338649.0,2314.0,9256.0,2332512.0,5785.0,4.0,16.0,4032.0,10.0,64.0,16128.0,40.0,4064256.0,10080.0,25.0,1157.0,2.0,2602
