0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,date,day_of_week
1.0,1344.0,3.0,3.0,2017.0,3.0,1806336.0,4032.0,4032.0,2710848.0,4032.0,9.0,9.0,6051.0,9.0,9.0,6051.0,9.0,4068289.0,6051.0,9.0,1344.0,3.0
1.0,1345.0,4.0,3.0,2017.0,4.0,1809025.0,5380.0,4035.0,2712865.0,5380.0,16.0,12.0,8068.0,16.0,9.0,6051.0,12.0,4068289.0,8068.0,16.0,1345.0,4.0
1.0,1346.0,5.0,3.0,2017.0,5.0,1811716.0,6730.0,4038.0,2714882.0,6730.0,25.0,15.0,10085.0,25.0,9.0,6051.0,15.0,4068289.0,10085.0,25.0,1346.0,5.0
1.0,1347.0,6.0,3.0,2017.0,6.0,1814409.0,8082.0,4041.0,2716899.0,8082.0,36.0,18.0,12102.0,36.0,9.0,6051.0,18.0,4068289.0,12102.0,36.0,1347.0,6.0
1.0,1348.0,7.0,3.0,2017.0,7.0,1817104.0,9436.0,4044.0,2718916.0,9436.0,49.0,21.0,14119.0,49.0,9.0,6051.0,21.0,4068289.0,14119.0,49.0,1348.0,7.0
1.0,1349.0,3.0,3.0,2017.0,10.0,1819801.0,4047.0,4047.0,2720933.0,13490.0,9.0,9.0,6051.0,30.0,9.0,6051.0,30.0,4068289.0,20170.0,100.0,1349.0,3.0
1.0,1350.0,4.0,3.0,2017.0,11.0,1822500.0,5400.0,4050.0,2722950.0,14850.0,16.0,12.0,8068.0,44.0,9.0,6051.0,33.0,4068289.0,22187.0,121.0,1350.0,4.0
1.0,1351.0,5.0,3.0,2017.0,12.0,1825201.0,6755.0,4053.0,2724967.0,16212.0,25.0,15.0,10085.0,60.0,9.0,6051.0,36.0,4068289.0,24204.0,144.0,1351.0,5.0
1.0,1352.0,6.0,3.0,2017.0,13.0,1827904.0,8112.0,4056.0,2726984.0,17576.0,36.0,18.0,12102.0,78.0,9.0,6051.0,39.0,4068289.0,26221.0,169.0,1352.0,6.0
1.0,1353.0,7.0,3.0,2017.0,14.0,1830609.0,9471.0,4059.0,2729001.0,18942.0,49.0,21.0,14119.0,98.0,9.0,6051.0,42.0,4068289.0,28238.0,196.0,1353.0,7.0
1.0,1354.0,1.0,3.0,2017.0,15.0,1833316.0,1354.0,4062.0,2731018.0,20310.0,1.0,3.0,2017.0,15.0,9.0,6051.0,45.0,4068289.0,30255.0,225.0,1354.0,1.0
1.0,1355.0,2.0,3.0,2017.0,16.0,1836025.0,2710.0,4065.0,2733035.0,21680.0,4.0,6.0,4034.0,32.0,9.0,6051.0,48.0,4068289.0,32272.0,256.0,1355.0,2.0
1.0,1356.0,3.0,3.0,2017.0,17.0,1838736.0,4068.0,4068.0,2735052.0,23052.0,9.0,9.0,6051.0,51.0,9.0,6051.0,51.0,4068289.0,34289.0,289.0,1356.0,3.0
1.0,1357.0,4.0,3.0,2017.0,18.0,1841449.0,5428.0,4071.0,2737069.0,24426.0,16.0,12.0,8068.0,72.0,9.0,6051.0,54.0,4068289.0,36306.0,324.0,1357.0,4.0
1.0,1358.0,5.0,3.0,2017.0,19.0,1844164.0,6790.0,4074.0,2739086.0,25802.0,25.0,15.0,10085.0,95.0,9.0,6051.0,57.0,4068289.0,38323.0,361.0,1358.0,5.0
1.0,1359.0,6.0,3.0,2017.0,20.0,1846881.0,8154.0,4077.0,2741103.0,27180.0,36.0,18.0,12102.0,120.0,9.0,6051.0,60.0,4068289.0,40340.0,400.0,1359.0,6.0
1.0,1360.0,7.0,3.0,2017.0,21.0,1849600.0,9520.0,4080.0,2743120.0,28560.0,49.0,21.0,14119.0,147.0,9.0,6051.0,63.0,4068289.0,42357.0,441.0,1360.0,7.0
1.0,1361.0,1.0,3.0,2017.0,22.0,1852321.0,1361.0,4083.0,2745137.0,29942.0,1.0,3.0,2017.0,22.0,9.0,6051.0,66.0,4068289.0,44374.0,484.0,1361.0,1.0
1.0,1362.0,2.0,3.0,2017.0,23.0,1855044.0,2724.0,4086.0,2747154.0,31326.0,4.0,6.0,4034.0,46.0,9.0,6051.0,69.0,4068289.0,46391.0,529.0,1362.0,2.0
1.0,1363.0,3.0,3.0,2017.0,24.0,1857769.0,4089.0,4089.0,2749171.0,32712.0,9.0,9.0,6051.0,72.0,9.0,6051.0,72.0,4068289.0,48408.0,576.0,1363.0,3.0
1.0,1364.0,4.0,3.0,2017.0,25.0,1860496.0,5456.0,4092.0,2751188.0,34100.0,16.0,12.0,8068.0,100.0,9.0,6051.0,75.0,4068289.0,50425.0,625.0,1364.0,4.0
1.0,1365.0,5.0,3.0,2017.0,26.0,1863225.0,6825.0,4095.0,2753205.0,35490.0,25.0,15.0,10085.0,130.0,9.0,6051.0,78.0,4068289.0,52442.0,676.0,1365.0,5.0
1.0,1366.0,6.0,3.0,2017.0,27.0,1865956.0,8196.0,4098.0,2755222.0,36882.0,36.0,18.0,12102.0,162.0,9.0,6051.0,81.0,4068289.0,54459.0,729.0,1366.0,6.0
1.0,1367.0,7.0,3.0,2017.0,28.0,1868689.0,9569.0,4101.0,2757239.0,38276.0,49.0,21.0,14119.0,196.0,9.0,6051.0,84.0,4068289.0,56476.0,784.0,1367.0,7.0
1.0,1368.0,1.0,3.0,2017.0,29.0,1871424.0,1368.0,4104.0,2759256.0,39672.0,1.0,3.0,2017.0,29.0,9.0,6051.0,87.0,4068289.0,58493.0,841.0,1368.0,1.0
1.0,1369.0,2.0,3.0,2017.0,30.0,1874161.0,2738.0,4107.0,2761273.0,41070.0,4.0,6.0,4034.0,60.0,9.0,6051.0,90.0,4068289.0,60510.0,900.0,1369.0,2.0
1.0,1370.0,3.0,3.0,2017.0,31.0,1876900.0,4110.0,4110.0,2763290.0,42470.0,9.0,9.0,6051.0,93.0,9.0,6051.0,93.0,4068289.0,62527.0,961.0,1370.0,3.0
1.0,1371.0,4.0,4.0,2017.0,1.0,1879641.0,5484.0,5484.0,2765307.0,1371.0,16.0,16.0,8068.0,4.0,16.0,8068.0,4.0,4068289.0,2017.0,1.0,1371.0,4.0
1.0,1372.0,5.0,4.0,2017.0,2.0,1882384.0,6860.0,5488.0,2767324.0,2744.0,25.0,20.0,10085.0,10.0,16.0,8068.0,8.0,4068289.0,4034.0,4.0,1372.0,5.0
1.0,1373.0,6.0,4.0,2017.0,3.0,1885129.0,8238.0,5492.0,2769341.0,4119.0,36.0,24.0,12102.0,18.0,16.0,8068.0,12.0,4068289.0,6051.0,9.0,1373.0,6.0
1.0,1374.0,7.0,4.0,2017.0,4.0,1887876.0,9618.0,5496.0,2771358.0,5496.0,49.0,28.0,14119.0,28.0,16.0,8068.0,16.0,4068289.0,8068.0,16.0,1374.0,7.0
1.0,1375.0,1.0,4.0,2017.0,5.0,1890625.0,1375.0,5500.0,2773375.0,6875.0,1.0,4.0,2017.0,5.0,16.0,8068.0,20.0,4068289.0,10085.0,25.0,1375.0,1.0
1.0,1376.0,2.0,4.0,2017.0,6.0,1893376.0,2752.0,5504.0,2775392.0,8256.0,4.0,8.0,4034.0,12.0,16.0,8068.0,24.0,4068289.0,12102.0,36.0,1376.0,2.0
1.0,1377.0,3.0,4.0,2017.0,7.0,1896129.0,4131.0,5508.0,2777409.0,9639.0,9.0,12.0,6051.0,21.0,16.0,8068.0,28.0,4068289.0,14119.0,49.0,1377.0,3.0
1.0,1378.0,4.0,4.0,2017.0,8.0,1898884.0,5512.0,5512.0,2779426.0,11024.0,16.0,16.0,8068.0,32.0,16.0,8068.0,32.0,4068289.0,16136.0,64.0,1378.0,4.0
1.0,1379.0,5.0,4.0,2017.0,9.0,1901641.0,6895.0,5516.0,2781443.0,12411.0,25.0,20.0,10085.0,45.0,16.0,8068.0,36.0,4068289.0,18153.0,81.0,1379.0,5.0
1.0,1380.0,6.0,4.0,2017.0,10.0,1904400.0,8280.0,5520.0,2783460.0,13800.0,36.0,24.0,12102.0,60.0,16.0,8068.0,40.0,4068289.0,20170.0,100.0,1380.0,6.0
1.0,1381.0,7.0,4.0,2017.0,11.0,1907161.0,9667.0,5524.0,2785477.0,15191.0,49.0,28.0,14119.0,77.0,16.0,8068.0,44.0,4068289.0,22187.0,121.0,1381.0,7.0
1.0,1382.0,1.0,4.0,2017.0,12.0,1909924.0,1382.0,5528.0,2787494.0,16584.0,1.0,4.0,2017.0,12.0,16.0,8068.0,48.0,4068289.0,24204.0,144.0,1382.0,1.0
1.0,1383.0,2.0,4.0,2017.0,13.0,1912689.0,2766.0,5532.0,2789511.0,17979.0,4.0,8.0,4034.0,26.0,16.0,8068.0,52.0,4068289.0,26221.0,169.0,1383.0,2.0
1.0,1384.0,3.0,4.0,2017.0,14.0,1915456.0,4152.0,5536.0,2791528.0,19376.0,9.0,12.0,6051.0,42.0,16.0,8068.0,56.0,4068289.0,28238.0,196.0,1384.0,3.0
1.0,1385.0,4.0,4.0,2017.0,15.0,1918225.0,5540.0,5540.0,2793545.0,20775.0,16.0,16.0,8068.0,60.0,16.0,8068.0,60.0,4068289.0,30255.0,225.0,1385.0,4.0
1.0,1386.0,5.0,4.0,2017.0,16.0,1920996.0,6930.0,5544.0,2795562.0,22176.0,25.0,20.0,10085.0,80.0,16.0,8068.0,64.0,4068289.0,32272.0,256.0,1386.0,5.0
1.0,1387.0,6.0,4.0,2017.0,17.0,1923769.0,8322.0,5548.0,2797579.0,23579.0,36.0,24.0,12102.0,102.0,16.0,8068.0,68.0,4068289.0,34289.0,289.0,1387.0,6.0
1.0,1388.0,1.0,4.0,2017.0,19.0,1926544.0,1388.0,5552.0,2799596.0,26372.0,1.0,4.0,2017.0,19.0,16.0,8068.0,76.0,4068289.0,38323.0,361.0,1388.0,1.0
1.0,1389.0,2.0,4.0,2017.0,20.0,1929321.0,2778.0,5556.0,2801613.0,27780.0,4.0,8.0,4034.0,40.0,16.0,8068.0,80.0,4068289.0,40340.0,400.0,1389.0,2.0
1.0,1390.0,3.0,4.0,2017.0,21.0,1932100.0,4170.0,5560.0,2803630.0,29190.0,9.0,12.0,6051.0,63.0,16.0,8068.0,84.0,4068289.0,42357.0,441.0,1390.0,3.0
1.0,1391.0,4.0,4.0,2017.0,22.0,1934881.0,5564.0,5564.0,2805647.0,30602.0,16.0,16.0,8068.0,88.0,16.0,8068.0,88.0,4068289.0,44374.0,484.0,1391.0,4.0
1.0,1392.0,5.0,4.0,2017.0,23.0,1937664.0,6960.0,5568.0,2807664.0,32016.0,25.0,20.0,10085.0,115.0,16.0,8068.0,92.0,4068289.0,46391.0,529.0,1392.0,5.0
1.0,1393.0,6.0,4.0,2017.0,24.0,1940449.0,8358.0,5572.0,2809681.0,33432.0,36.0,24.0,12102.0,144.0,16.0,8068.0,96.0,4068289.0,48408.0,576.0,1393.0,6.0
1.0,1394.0,7.0,4.0,2017.0,25.0,1943236.0,9758.0,5576.0,2811698.0,34850.0,49.0,28.0,14119.0,175.0,16.0,8068.0,100.0,4068289.0,50425.0,625.0,1394.0,7.0
1.0,1395.0,1.0,4.0,2017.0,26.0,1946025.0,1395.0,5580.0,2813715.0,36270.0,1.0,4.0,2017.0,26.0,16.0,8068.0,104.0,4068289.0,52442.0,676.0,1395.0,1.0
1.0,1396.0,2.0,4.0,2017.0,27.0,1948816.0,2792.0,5584.0,2815732.0,37692.0,4.0,8.0,4034.0,54.0,16.0,8068.0,108.0,4068289.0,54459.0,729.0,1396.0,2.0
1.0,1397.0,3.0,4.0,2017.0,28.0,1951609.0,4191.0,5588.0,2817749.0,39116.0,9.0,12.0,6051.0,84.0,16.0,8068.0,112.0,4068289.0,56476.0,784.0,1397.0,3.0
1.0,1398.0,4.0,4.0,2017.0,29.0,1954404.0,5592.0,5592.0,2819766.0,40542.0,16.0,16.0,8068.0,116.0,16.0,8068.0,116.0,4068289.0,58493.0,841.0,1398.0,4.0
1.0,1399.0,5.0,4.0,2017.0,30.0,1957201.0,6995.0,5596.0,2821783.0,41970.0,25.0,20.0,10085.0,150.0,16.0,8068.0,120.0,4068289.0,60510.0,900.0,1399.0,5.0
1.0,1400.0,6.0,5.0,2017.0,1.0,1960000.0,8400.0,7000.0,2823800.0,1400.0,36.0,30.0,12102.0,6.0,25.0,10085.0,5.0,4068289.0,2017.0,1.0,1400.0,6.0
1.0,1401.0,7.0,5.0,2017.0,2.0,1962801.0,9807.0,7005.0,2825817.0,2802.0,49.0,35.0,14119.0,14.0,25.0,10085.0,10.0,4068289.0,4034.0,4.0,1401.0,7.0
1.0,1402.0,2.0,5.0,2017.0,4.0,1965604.0,2804.0,7010.0,2827834.0,5608.0,4.0,10.0,4034.0,8.0,25.0,10085.0,20.0,4068289.0,8068.0,16.0,1402.0,2.0
1.0,1403.0,3.0,5.0,2017.0,5.0,1968409.0,4209.0,7015.0,2829851.0,7015.0,9.0,15.0,6051.0,15.0,25.0,10085.0,25.0,4068289.0,10085.0,25.0,1403.0,3.0
1.0,1404.0,4.0,5.0,2017.0,6.0,1971216.0,5616.0,7020.0,2831868.0,8424.0,16.0,20.0,8068.0,24.0,25.0,10085.0,30.0,4068289.0,12102.0,36.0,1404.0,4.0
1.0,1405.0,5.0,5.0,2017.0,7.0,1974025.0,7025.0,7025.0,2833885.0,9835.0,25.0,25.0,10085.0,35.0,25.0,10085.0,35.0,4068289.0,14119.0,49.0,1405.0,5.0
1.0,1406.0,6.0,5.0,2017.0,8.0,1976836.0,8436.0,7030.0,2835902.0,11248.0,36.0,30.0,12102.0,48.0,25.0,10085.0,40.0,4068289.0,16136.0,64.0,1406.0,6.0
1.0,1407.0,1.0,5.0,2017.0,10.0,1979649.0,1407.0,7035.0,2837919.0,14070.0,1.0,5.0,2017.0,10.0,25.0,10085.0,50.0,4068289.0,20170.0,100.0,1407.0,1.0
1.0,1408.0,2.0,5.0,2017.0,11.0,1982464.0,2816.0,7040.0,2839936.0,15488.0,4.0,10.0,4034.0,22.0,25.0,10085.0,55.0,4068289.0,22187.0,121.0,1408.0,2.0
1.0,1409.0,3.0,5.0,2017.0,12.0,1985281.0,4227.0,7045.0,2841953.0,16908.0,9.0,15.0,6051.0,36.0,25.0,10085.0,60.0,4068289.0,24204.0,144.0,1409.0,3.0
1.0,1410.0,4.0,5.0,2017.0,13.0,1988100.0,5640.0,7050.0,2843970.0,18330.0,16.0,20.0,8068.0,52.0,25.0,10085.0,65.0,4068289.0,26221.0,169.0,1410.0,4.0
1.0,1411.0,5.0,5.0,2017.0,14.0,1990921.0,7055.0,7055.0,2845987.0,19754.0,25.0,25.0,10085.0,70.0,25.0,10085.0,70.0,4068289.0,28238.0,196.0,1411.0,5.0
1.0,1412.0,6.0,5.0,2017.0,15.0,1993744.0,8472.0,7060.0,2848004.0,21180.0,36.0,30.0,12102.0,90.0,25.0,10085.0,75.0,4068289.0,30255.0,225.0,1412.0,6.0
1.0,1413.0,7.0,5.0,2017.0,16.0,1996569.0,9891.0,7065.0,2850021.0,22608.0,49.0,35.0,14119.0,112.0,25.0,10085.0,80.0,4068289.0,32272.0,256.0,1413.0,7.0
1.0,1414.0,1.0,5.0,2017.0,17.0,1999396.0,1414.0,7070.0,2852038.0,24038.0,1.0,5.0,2017.0,17.0,25.0,10085.0,85.0,4068289.0,34289.0,289.0,1414.0,1.0
1.0,1415.0,2.0,5.0,2017.0,18.0,2002225.0,2830.0,7075.0,2854055.0,25470.0,4.0,10.0,4034.0,36.0,25.0,10085.0,90.0,4068289.0,36306.0,324.0,1415.0,2.0
1.0,1416.0,3.0,5.0,2017.0,19.0,2005056.0,4248.0,7080.0,2856072.0,26904.0,9.0,15.0,6051.0,57.0,25.0,10085.0,95.0,4068289.0,38323.0,361.0,1416.0,3.0
1.0,1417.0,4.0,5.0,2017.0,20.0,2007889.0,5668.0,7085.0,2858089.0,28340.0,16.0,20.0,8068.0,80.0,25.0,10085.0,100.0,4068289.0,40340.0,400.0,1417.0,4.0
1.0,1418.0,5.0,5.0,2017.0,21.0,2010724.0,7090.0,7090.0,2860106.0,29778.0,25.0,25.0,10085.0,105.0,25.0,10085.0,105.0,4068289.0,42357.0,441.0,1418.0,5.0
1.0,1419.0,6.0,5.0,2017.0,22.0,2013561.0,8514.0,7095.0,2862123.0,31218.0,36.0,30.0,12102.0,132.0,25.0,10085.0,110.0,4068289.0,44374.0,484.0,1419.0,6.0
1.0,1420.0,7.0,5.0,2017.0,23.0,2016400.0,9940.0,7100.0,2864140.0,32660.0,49.0,35.0,14119.0,161.0,25.0,10085.0,115.0,4068289.0,46391.0,529.0,1420.0,7.0
1.0,1421.0,1.0,5.0,2017.0,24.0,2019241.0,1421.0,7105.0,2866157.0,34104.0,1.0,5.0,2017.0,24.0,25.0,10085.0,120.0,4068289.0,48408.0,576.0,1421.0,1.0
1.0,1422.0,2.0,5.0,2017.0,25.0,2022084.0,2844.0,7110.0,2868174.0,35550.0,4.0,10.0,4034.0,50.0,25.0,10085.0,125.0,4068289.0,50425.0,625.0,1422.0,2.0
1.0,1423.0,3.0,5.0,2017.0,26.0,2024929.0,4269.0,7115.0,2870191.0,36998.0,9.0,15.0,6051.0,78.0,25.0,10085.0,130.0,4068289.0,52442.0,676.0,1423.0,3.0
1.0,1424.0,4.0,5.0,2017.0,27.0,2027776.0,5696.0,7120.0,2872208.0,38448.0,16.0,20.0,8068.0,108.0,25.0,10085.0,135.0,4068289.0,54459.0,729.0,1424.0,4.0
1.0,1425.0,5.0,5.0,2017.0,28.0,2030625.0,7125.0,7125.0,2874225.0,39900.0,25.0,25.0,10085.0,140.0,25.0,10085.0,140.0,4068289.0,56476.0,784.0,1425.0,5.0
1.0,1426.0,6.0,5.0,2017.0,29.0,2033476.0,8556.0,7130.0,2876242.0,41354.0,36.0,30.0,12102.0,174.0,25.0,10085.0,145.0,4068289.0,58493.0,841.0,1426.0,6.0
1.0,1427.0,7.0,5.0,2017.0,30.0,2036329.0,9989.0,7135.0,2878259.0,42810.0,49.0,35.0,14119.0,210.0,25.0,10085.0,150.0,4068289.0,60510.0,900.0,1427.0,7.0
1.0,1428.0,1.0,5.0,2017.0,31.0,2039184.0,1428.0,7140.0,2880276.0,44268.0,1.0,5.0,2017.0,31.0,25.0,10085.0,155.0,4068289.0,62527.0,961.0,1428.0,1.0
1.0,1429.0,2.0,6.0,2017.0,1.0,2042041.0,2858.0,8574.0,2882293.0,1429.0,4.0,12.0,4034.0,2.0,36.0,12102.0,6.0,4068289.0,2017.0,1.0,1429.0,2.0
1.0,1430.0,3.0,6.0,2017.0,2.0,2044900.0,4290.0,8580.0,2884310.0,2860.0,9.0,18.0,6051.0,6.0,36.0,12102.0,12.0,4068289.0,4034.0,4.0,1430.0,3.0
1.0,1431.0,4.0,6.0,2017.0,3.0,2047761.0,5724.0,8586.0,2886327.0,4293.0,16.0,24.0,8068.0,12.0,36.0,12102.0,18.0,4068289.0,6051.0,9.0,1431.0,4.0
1.0,1432.0,5.0,6.0,2017.0,4.0,2050624.0,7160.0,8592.0,2888344.0,5728.0,25.0,30.0,10085.0,20.0,36.0,12102.0,24.0,4068289.0,8068.0,16.0,1432.0,5.0
1.0,1433.0,6.0,6.0,2017.0,5.0,2053489.0,8598.0,8598.0,2890361.0,7165.0,36.0,36.0,12102.0,30.0,36.0,12102.0,30.0,4068289.0,10085.0,25.0,1433.0,6.0
1.0,1434.0,7.0,6.0,2017.0,6.0,2056356.0,10038.0,8604.0,2892378.0,8604.0,49.0,42.0,14119.0,42.0,36.0,12102.0,36.0,4068289.0,12102.0,36.0,1434.0,7.0
1.0,1435.0,1.0,6.0,2017.0,7.0,2059225.0,1435.0,8610.0,2894395.0,10045.0,1.0,6.0,2017.0,7.0,36.0,12102.0,42.0,4068289.0,14119.0,49.0,1435.0,1.0
1.0,1436.0,2.0,6.0,2017.0,8.0,2062096.0,2872.0,8616.0,2896412.0,11488.0,4.0,12.0,4034.0,16.0,36.0,12102.0,48.0,4068289.0,16136.0,64.0,1436.0,2.0
