r_date,date,brand,cnt,day_of_week,is_relax_day,dorelax_day_mean,weekmean,monthmean,month,year,day_of_week1,day_of_week2,day_of_week3,day_of_week4,day_of_week5,day_of_week6,day_of_week7,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,year1,year2,year3,year4,brand1,brand2,brand3,brand4,brand5
2013-01-11,10.0,1,470.0,5.0,0,611.375,776.0,687.9,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-11,10.0,2,418.0,5.0,0,560.8333333333334,561.0,592.25,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-11,10.0,3,321.0,5.0,0,538.7142857142857,589.5714285714286,572.4444444444445,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-11,10.0,4,459.0,5.0,0,742.8333333333334,785.7142857142857,784.125,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-11,10.0,5,741.0,5.0,0,706.4285714285714,726.5714285714286,744.3333333333334,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-12,11.0,1,87.0,6.0,1,611.375,620.4285714285714,633.2727272727273,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-12,11.0,2,32.0,6.0,1,560.8333333333334,447.85714285714283,530.0,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-12,11.0,3,27.0,6.0,1,538.7142857142857,478.85714285714283,517.9,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-12,11.0,4,,6.0,1,742.8333333333334,740.5,784.125,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-12,11.0,5,129.0,6.0,1,706.4285714285714,586.8571428571429,682.8,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-13,,1,,7.0,1,611.375,588.5,633.2727272727273,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-13,,2,,7.0,1,560.8333333333334,431.0,530.0,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-13,,3,,7.0,1,538.7142857142857,462.1666666666667,517.9,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-13,,4,,7.0,1,742.8333333333334,736.8,784.125,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-13,,5,,7.0,1,706.4285714285714,576.8333333333334,682.8,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-14,12.0,1,575.0,1.0,0,607.3333333333334,536.1666666666666,628.4166666666666,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-14,12.0,2,393.0,1.0,0,536.8571428571429,405.6666666666667,516.3,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-14,12.0,3,321.0,1.0,0,511.5,415.8333333333333,500.0,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-14,12.0,4,725.0,1.0,0,740.2857142857143,736.8,777.5555555555555,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-14,12.0,5,721.0,1.0,0,708.25,590.6666666666666,686.2727272727273,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-15,13.0,1,544.0,2.0,0,601.0,478.0,621.9230769230769,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-15,13.0,2,412.0,2.0,0,521.25,371.3333333333333,506.8181818181818,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-15,13.0,3,187.0,2.0,0,475.44444444444446,340.0,473.9166666666667,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-15,13.0,4,574.0,2.0,0,719.5,592.0,757.2,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-15,13.0,5,669.0,2.0,0,703.8888888888889,586.3333333333334,684.8333333333334,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-16,14.0,1,305.0,3.0,0,574.0909090909091,434.0,599.2857142857143,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-16,14.0,2,384.0,3.0,0,506.0,346.6666666666667,496.5833333333333,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-16,14.0,3,249.0,3.0,0,452.8,269.1666666666667,456.61538461538464,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-16,14.0,4,507.0,3.0,0,695.8888888888889,563.8,734.4545454545455,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-16,14.0,5,456.0,3.0,0,679.1,550.1666666666666,667.2307692307693,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-17,15.0,1,735.0,4.0,0,587.5,452.6666666666667,608.3333333333334,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-17,15.0,2,1824.0,4.0,0,637.8,577.1666666666666,598.6923076923077,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-17,15.0,3,1235.0,4.0,0,523.9090909090909,390.0,512.2142857142857,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-17,15.0,4,598.0,4.0,0,686.1,572.6,723.0833333333334,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-17,15.0,5,1680.0,4.0,0,770.0909090909091,732.6666666666666,739.5714285714286,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-18,16.0,1,627.0,5.0,0,590.5384615384615,478.8333333333333,609.5,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-18,16.0,2,570.0,5.0,0,631.6363636363636,602.5,596.6428571428571,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-18,16.0,3,428.0,5.0,0,515.9166666666666,407.8333333333333,506.6,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-18,16.0,4,411.0,5.0,0,661.0909090909091,563.0,699.0769230769231,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-18,16.0,5,680.0,5.0,0,762.5833333333334,722.5,735.6,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-19,17.0,1,65.0,6.0,1,590.5384615384615,475.1666666666667,577.4705882352941,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-19,17.0,2,95.0,6.0,1,631.6363636363636,613.0,563.2,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-19,17.0,3,,6.0,1,515.9166666666666,484.0,506.6,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-19,17.0,4,30.0,6.0,1,661.0909090909091,474.1666666666667,651.2857142857143,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-19,17.0,5,26.0,6.0,1,762.5833333333334,705.3333333333334,691.25,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-20,18.0,1,,7.0,1,590.5384615384615,475.1666666666667,577.4705882352941,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-20,18.0,2,,7.0,1,631.6363636363636,613.0,563.2,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-20,18.0,3,,7.0,1,515.9166666666666,484.0,506.6,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-20,18.0,4,,7.0,1,661.0909090909091,474.1666666666667,651.2857142857143,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-20,18.0,5,22.0,7.0,1,762.5833333333334,607.7142857142857,651.8823529411765,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-21,19.0,1,819.0,1.0,0,606.8571428571429,515.8333333333334,590.8888888888889,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-21,19.0,2,646.0,1.0,0,632.8333333333334,655.1666666666666,568.375,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-21,19.0,3,449.0,1.0,0,510.7692307692308,509.6,503.0,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-21,19.0,4,918.0,1.0,0,682.5,506.3333333333333,669.0666666666667,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-21,19.0,5,1071.0,1.0,0,786.3076923076923,657.7142857142857,675.1666666666666,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-22,20.0,1,610.0,2.0,0,607.0666666666667,526.8333333333334,591.8947368421053,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-22,20.0,2,380.0,2.0,0,613.3846153846154,649.8333333333334,557.2941176470588,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-22,20.0,3,428.0,2.0,0,504.85714285714283,557.8,498.5882352941176,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-22,20.0,4,664.0,2.0,0,681.0769230769231,521.3333333333334,668.75,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-22,20.0,5,618.0,2.0,0,774.2857142857143,650.4285714285714,672.1578947368421,1,2013,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-23,21.0,1,447.0,3.0,0,597.0625,550.5,584.65,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-23,21.0,2,473.0,3.0,0,603.3571428571429,664.6666666666666,552.6111111111111,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-23,21.0,3,549.0,3.0,0,507.8,617.8,501.3888888888889,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-23,21.0,4,366.0,3.0,0,658.5714285714286,497.8333333333333,650.9411764705883,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-23,21.0,5,865.0,3.0,0,780.3333333333334,708.8571428571429,681.8,1,2013,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-24,22.0,1,447.0,4.0,0,588.2352941176471,502.5,578.0952380952381,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-24,22.0,2,372.0,4.0,0,587.9333333333333,422.6666666666667,543.1052631578947,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-24,22.0,3,431.0,4.0,0,503.0,457.0,497.6842105263158,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-24,22.0,4,332.0,4.0,0,636.8,453.5,633.2222222222222,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-24,22.0,5,491.0,4.0,0,762.25,539.0,672.7142857142857,1,2013,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-25,23.0,1,192.0,5.0,0,566.2222222222222,430.0,560.5454545454545,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-25,23.0,2,304.0,5.0,0,570.1875,378.3333333333333,531.15,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-25,23.0,3,321.0,5.0,0,492.29411764705884,435.6,488.85,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-25,23.0,4,556.0,5.0,0,631.75,477.6666666666667,629.1578947368421,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-25,23.0,5,329.0,5.0,0,736.7647058823529,488.85714285714283,657.0909090909091,1,2013,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-26,24.0,1,22.0,6.0,1,566.2222222222222,422.8333333333333,537.1304347826087,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-26,24.0,2,48.0,6.0,1,570.1875,370.5,508.14285714285717,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-26,24.0,3,80.0,6.0,1,492.29411764705884,376.3333333333333,469.3809523809524,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-26,24.0,4,30.0,6.0,1,631.75,477.6666666666667,599.2,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-26,24.0,5,51.0,6.0,1,736.7647058823529,492.42857142857144,630.7391304347826,1,2013,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-27,,1,,7.0,1,566.2222222222222,422.8333333333333,537.1304347826087,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-27,,2,,7.0,1,570.1875,370.5,508.14285714285717,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-27,,3,,7.0,1,492.29411764705884,376.3333333333333,469.3809523809524,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-27,,4,,7.0,1,631.75,477.6666666666667,599.2,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-01-27,,5,,7.0,1,736.7647058823529,570.8333333333334,630.7391304347826,1,2013,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-01-28,25.0,1,767.0,1.0,0,576.7894736842105,414.1666666666667,546.7083333333334,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-01-28,25.0,2,532.0,1.0,0,567.9411764705883,351.5,509.22727272727275,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-01-28,25.0,3,385.0,1.0,0,486.3333333333333,365.6666666666667,465.54545454545456,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-01-28,25.0,4,725.0,1.0,0,637.2352941176471,445.5,605.1904761904761,1,2013,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
