r_date,date,brand,cnt,day_of_week,is_relax_day,dorelax_day_mean,weekmean,monthmean,month,year,day_of_week1,day_of_week2,day_of_week3,day_of_week4,day_of_week5,day_of_week6,day_of_week7,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,year1,year2,year3,year4,brand1,brand2,brand3,brand4,brand5
2015-03-15,,5,285.9116516113281,7.0,1,706.4285714285713,576.8333333333334,682.8,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-16,12.0,1,575.0,1.0,0,607.3333333333334,536.1666666666666,628.4166666666666,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-16,12.0,2,393.0,1.0,0,536.8571428571429,405.66666666666674,516.3,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-16,12.0,3,321.0,1.0,0,511.5,415.83333333333326,500.0,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-16,12.0,4,725.0,1.0,0,740.2857142857142,736.8,777.5555555555555,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-16,12.0,5,721.0,1.0,0,708.25,590.6666666666666,686.2727272727273,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-17,13.0,1,544.0,2.0,0,601.0,478.0,621.9230769230769,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-17,13.0,2,412.0,2.0,0,521.25,371.33333333333326,506.8181818181818,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-17,13.0,3,187.0,2.0,0,475.4444444444445,340.0,473.91666666666674,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-17,13.0,4,574.0,2.0,0,719.5,592.0,757.2,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-17,13.0,5,669.0,2.0,0,703.8888888888888,586.3333333333334,684.8333333333334,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-18,14.0,1,305.0,3.0,0,574.0909090909091,434.0,599.2857142857142,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-18,14.0,2,384.0,3.0,0,506.0,346.66666666666674,496.58333333333326,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-18,14.0,3,249.0,3.0,0,452.8,269.1666666666667,456.6153846153846,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-18,14.0,4,507.0,3.0,0,695.8888888888888,563.8,734.4545454545455,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-18,14.0,5,456.0,3.0,0,679.1,550.1666666666666,667.2307692307693,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-19,15.0,1,735.0,4.0,0,587.5,452.66666666666674,608.3333333333334,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-19,15.0,2,1824.0,4.0,0,637.8,577.1666666666666,598.6923076923077,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-19,15.0,3,1235.0,4.0,0,523.9090909090909,390.0,512.2142857142857,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-19,15.0,4,598.0,4.0,0,686.1,572.6,723.0833333333335,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-19,15.0,5,1680.0,4.0,0,770.0909090909091,732.6666666666665,739.5714285714287,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-20,16.0,1,627.0,5.0,0,590.5384615384615,478.83333333333326,609.5,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-20,16.0,2,570.0,5.0,0,631.6363636363636,602.5,596.6428571428571,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-20,16.0,3,428.0,5.0,0,515.9166666666666,407.83333333333326,506.6,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-20,16.0,4,411.0,5.0,0,661.0909090909091,563.0,699.0769230769231,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-20,16.0,5,680.0,5.0,0,762.5833333333335,722.5,735.6,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-21,17.0,1,65.0,6.0,1,590.5384615384615,475.16666666666674,577.4705882352941,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-21,17.0,2,95.0,6.0,1,631.6363636363636,613.0,563.2,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-21,17.0,3,57.76638412475586,6.0,1,515.9166666666666,484.0,506.6,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-21,17.0,4,30.0,6.0,1,661.0909090909091,474.16666666666674,651.2857142857142,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-21,17.0,5,26.0,6.0,1,762.5833333333335,705.3333333333335,691.25,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-22,18.0,1,153.0084686279297,7.0,1,590.5384615384615,475.16666666666674,577.4705882352941,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-22,18.0,2,309.1689147949219,7.0,1,631.6363636363636,613.0,563.2,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-22,18.0,3,154.93704223632812,7.0,1,515.9166666666666,484.0,506.6,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-22,18.0,4,152.64329528808594,7.0,1,661.0909090909091,474.16666666666674,651.2857142857142,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-22,18.0,5,22.0,7.0,1,762.5833333333335,607.7142857142858,651.8823529411766,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-23,19.0,1,819.0,1.0,0,606.8571428571429,515.8333333333334,590.8888888888888,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-23,19.0,2,646.0,1.0,0,632.8333333333334,655.1666666666666,568.375,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-23,19.0,3,449.0,1.0,0,510.76923076923083,509.6,503.0,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-23,19.0,4,918.0,1.0,0,682.5,506.33333333333326,669.0666666666667,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-23,19.0,5,1071.0,1.0,0,786.3076923076923,657.7142857142858,675.1666666666666,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-24,20.0,1,610.0,2.0,0,607.0666666666667,526.8333333333334,591.8947368421052,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-24,20.0,2,380.0,2.0,0,613.3846153846154,649.8333333333334,557.2941176470588,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-24,20.0,3,428.0,2.0,0,504.8571428571428,557.8,498.5882352941177,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-24,20.0,4,664.0,2.0,0,681.0769230769231,521.3333333333334,668.75,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-24,20.0,5,618.0,2.0,0,774.2857142857142,650.4285714285714,672.1578947368421,3,2015,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-25,21.0,1,447.0,3.0,0,597.0625,550.5,584.65,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-25,21.0,2,473.0,3.0,0,603.3571428571429,664.6666666666666,552.6111111111112,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-25,21.0,3,549.0,3.0,0,507.8,617.8,501.38888888888886,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-25,21.0,4,366.0,3.0,0,658.5714285714286,497.83333333333326,650.9411764705882,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-25,21.0,5,865.0,3.0,0,780.3333333333335,708.8571428571429,681.8,3,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-26,22.0,1,447.0,4.0,0,588.2352941176471,502.5,578.0952380952381,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-26,22.0,2,372.0,4.0,0,587.9333333333333,422.66666666666674,543.1052631578947,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-26,22.0,3,431.0,4.0,0,503.0,457.0,497.68421052631584,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-26,22.0,4,332.0,4.0,0,636.8,453.5,633.2222222222222,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-26,22.0,5,491.0,4.0,0,762.25,539.0,672.7142857142858,3,2015,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-27,23.0,1,192.0,5.0,0,566.2222222222222,430.0,560.5454545454545,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-27,23.0,2,304.0,5.0,0,570.1875,378.33333333333326,531.15,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-27,23.0,3,321.0,5.0,0,492.29411764705884,435.6,488.85,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-27,23.0,4,556.0,5.0,0,631.75,477.66666666666674,629.1578947368421,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-27,23.0,5,329.0,5.0,0,736.7647058823529,488.8571428571428,657.0909090909091,3,2015,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-28,24.0,1,22.0,6.0,1,566.2222222222222,422.83333333333326,537.1304347826087,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-28,24.0,2,48.0,6.0,1,570.1875,370.5,508.1428571428572,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-28,24.0,3,80.0,6.0,1,492.29411764705884,376.33333333333326,469.38095238095235,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-28,24.0,4,30.0,6.0,1,631.75,477.66666666666674,599.2,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-28,24.0,5,51.0,6.0,1,736.7647058823529,492.4285714285714,630.7391304347826,3,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-29,,1,126.8068618774414,7.0,1,566.2222222222222,422.83333333333326,537.1304347826087,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-29,,2,126.8068618774414,7.0,1,570.1875,370.5,508.1428571428572,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-29,,3,124.7291488647461,7.0,1,492.29411764705884,376.33333333333326,469.38095238095235,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2015-03-29,,4,153.0084686279297,7.0,1,631.75,477.66666666666674,599.2,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2015-03-29,,5,285.9116516113281,7.0,1,736.7647058823529,570.8333333333334,630.7391304347826,3,2015,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2015-03-30,25.0,1,767.0,1.0,0,576.7894736842105,414.16666666666674,546.7083333333334,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2015-03-30,25.0,2,532.0,1.0,0,567.9411764705882,351.5,509.2272727272728,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015-03-30,25.0,3,385.0,1.0,0,486.33333333333326,365.66666666666674,465.54545454545456,3,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
