r_date,date,brand,day_of_week
2016-10-06,1262.0,1,2.0
2016-10-06,1262.0,2,2.0
2016-10-06,1262.0,3,2.0
2016-10-06,1262.0,4,2.0
2016-10-06,1262.0,5,2.0
2016-10-06,1262.0,6,2.0
2016-10-06,1262.0,7,2.0
2016-10-06,1262.0,8,2.0
2016-10-06,1262.0,9,2.0
2016-10-06,1262.0,10,2.0
2016-10-07,1263.0,1,3.0
2016-10-07,1263.0,2,3.0
2016-10-07,1263.0,3,3.0
2016-10-07,1263.0,4,3.0
2016-10-07,1263.0,5,3.0
2016-10-07,1263.0,6,3.0
2016-10-07,1263.0,7,3.0
2016-10-07,1263.0,8,3.0
2016-10-07,1263.0,9,3.0
2016-10-07,1263.0,10,3.0
2016-10-08,1264.0,1,4.0
2016-10-08,1264.0,2,4.0
2016-10-08,1264.0,3,4.0
2016-10-08,1264.0,4,4.0
2016-10-08,1264.0,5,4.0
2016-10-08,1264.0,6,4.0
2016-10-08,1264.0,7,4.0
2016-10-08,1264.0,8,4.0
2016-10-08,1264.0,9,4.0
2016-10-08,1264.0,10,4.0
2016-10-09,1265.0,1,5.0
2016-10-09,1265.0,2,5.0
2016-10-09,1265.0,3,5.0
2016-10-09,1265.0,4,5.0
2016-10-09,1265.0,5,5.0
2016-10-09,1265.0,6,5.0
2016-10-09,1265.0,7,5.0
2016-10-09,1265.0,8,5.0
2016-10-09,1265.0,9,5.0
2016-10-09,1265.0,10,5.0
2016-10-10,1266.0,1,6.0
2016-10-10,1266.0,2,6.0
2016-10-10,1266.0,3,6.0
2016-10-10,1266.0,4,6.0
2016-10-10,1266.0,5,6.0
2016-10-10,1266.0,6,6.0
2016-10-10,1266.0,7,6.0
2016-10-10,1266.0,8,6.0
2016-10-10,1266.0,9,6.0
2016-10-10,1266.0,10,6.0
2016-10-11,1267.0,6,7.0
2016-10-11,1267.0,9,7.0
2016-10-12,1268.0,1,1.0
2016-10-12,1268.0,2,1.0
2016-10-12,1268.0,3,1.0
2016-10-12,1268.0,4,1.0
2016-10-12,1268.0,5,1.0
2016-10-12,1268.0,6,1.0
2016-10-12,1268.0,7,1.0
2016-10-12,1268.0,8,1.0
2016-10-12,1268.0,9,1.0
2016-10-12,1268.0,10,1.0
2016-10-13,1269.0,1,2.0
2016-10-13,1269.0,2,2.0
2016-10-13,1269.0,3,2.0
2016-10-13,1269.0,4,2.0
2016-10-13,1269.0,5,2.0
2016-10-13,1269.0,6,2.0
2016-10-13,1269.0,7,2.0
2016-10-13,1269.0,8,2.0
2016-10-13,1269.0,9,2.0
2016-10-13,1269.0,10,2.0
2016-10-14,1270.0,1,3.0
2016-10-14,1270.0,2,3.0
2016-10-14,1270.0,3,3.0
2016-10-14,1270.0,4,3.0
2016-10-14,1270.0,5,3.0
2016-10-14,1270.0,6,3.0
2016-10-14,1270.0,7,3.0
2016-10-14,1270.0,8,3.0
2016-10-14,1270.0,9,3.0
2016-10-14,1270.0,10,3.0
2016-10-15,1271.0,1,4.0
2016-10-15,1271.0,2,4.0
2016-10-15,1271.0,3,4.0
2016-10-15,1271.0,4,4.0
2016-10-15,1271.0,5,4.0
2016-10-15,1271.0,6,4.0
2016-10-15,1271.0,7,4.0
2016-10-15,1271.0,8,4.0
2016-10-15,1271.0,9,4.0
2016-10-15,1271.0,10,4.0
2016-10-16,1272.0,1,5.0
2016-10-16,1272.0,2,5.0
2016-10-16,1272.0,3,5.0
2016-10-16,1272.0,4,5.0
2016-10-16,1272.0,5,5.0
2016-10-16,1272.0,6,5.0
2016-10-16,1272.0,7,5.0
2016-10-16,1272.0,8,5.0
2016-10-16,1272.0,9,5.0
2016-10-16,1272.0,10,5.0
2016-10-17,1273.0,1,6.0
2016-10-17,1273.0,2,6.0
2016-10-17,1273.0,3,6.0
2016-10-17,1273.0,4,6.0
2016-10-17,1273.0,5,6.0
2016-10-17,1273.0,6,6.0
2016-10-17,1273.0,7,6.0
2016-10-17,1273.0,8,6.0
2016-10-17,1273.0,9,6.0
2016-10-17,1273.0,10,6.0
2016-10-19,1274.0,1,1.0
2016-10-19,1274.0,2,1.0
2016-10-19,1274.0,3,1.0
2016-10-19,1274.0,4,1.0
2016-10-19,1274.0,5,1.0
2016-10-19,1274.0,6,1.0
2016-10-19,1274.0,7,1.0
2016-10-19,1274.0,8,1.0
2016-10-19,1274.0,9,1.0
2016-10-19,1274.0,10,1.0
2016-10-20,1275.0,1,2.0
2016-10-20,1275.0,2,2.0
2016-10-20,1275.0,3,2.0
2016-10-20,1275.0,4,2.0
2016-10-20,1275.0,5,2.0
2016-10-20,1275.0,6,2.0
2016-10-20,1275.0,7,2.0
2016-10-20,1275.0,8,2.0
2016-10-20,1275.0,9,2.0
2016-10-20,1275.0,10,2.0
2016-10-21,1276.0,1,3.0
2016-10-21,1276.0,2,3.0
2016-10-21,1276.0,3,3.0
2016-10-21,1276.0,4,3.0
2016-10-21,1276.0,5,3.0
2016-10-21,1276.0,6,3.0
2016-10-21,1276.0,7,3.0
2016-10-21,1276.0,8,3.0
2016-10-21,1276.0,9,3.0
2016-10-21,1276.0,10,3.0
2016-10-22,1277.0,1,4.0
2016-10-22,1277.0,2,4.0
2016-10-22,1277.0,3,4.0
2016-10-22,1277.0,4,4.0
2016-10-22,1277.0,5,4.0
2016-10-22,1277.0,6,4.0
2016-10-22,1277.0,7,4.0
2016-10-22,1277.0,8,4.0
2016-10-22,1277.0,9,4.0
2016-10-22,1277.0,10,4.0
2016-10-23,1278.0,1,5.0
2016-10-23,1278.0,2,5.0
2016-10-23,1278.0,3,5.0
2016-10-23,1278.0,4,5.0
2016-10-23,1278.0,5,5.0
2016-10-23,1278.0,6,5.0
2016-10-23,1278.0,7,5.0
2016-10-23,1278.0,8,5.0
2016-10-23,1278.0,9,5.0
2016-10-23,1278.0,10,5.0
2016-10-24,1279.0,2,6.0
2016-10-24,1279.0,3,6.0
2016-10-24,1279.0,4,6.0
2016-10-24,1279.0,5,6.0
2016-10-24,1279.0,6,6.0
2016-10-24,1279.0,7,6.0
2016-10-24,1279.0,8,6.0
2016-10-24,1279.0,9,6.0
2016-10-25,1280.0,1,7.0
2016-10-26,1281.0,1,1.0
2016-10-26,1281.0,2,1.0
2016-10-26,1281.0,3,1.0
2016-10-26,1281.0,4,1.0
2016-10-26,1281.0,5,1.0
2016-10-26,1281.0,6,1.0
2016-10-26,1281.0,7,1.0
2016-10-26,1281.0,8,1.0
2016-10-26,1281.0,9,1.0
2016-10-26,1281.0,10,1.0
2016-10-27,1282.0,1,2.0
2016-10-27,1282.0,2,2.0
2016-10-27,1282.0,3,2.0
2016-10-27,1282.0,4,2.0
2016-10-27,1282.0,5,2.0
2016-10-27,1282.0,6,2.0
2016-10-27,1282.0,7,2.0
2016-10-27,1282.0,8,2.0
2016-10-27,1282.0,9,2.0
2016-10-27,1282.0,10,2.0
2016-10-28,1283.0,1,3.0
2016-10-28,1283.0,2,3.0
2016-10-28,1283.0,3,3.0
2016-10-28,1283.0,4,3.0
2016-10-28,1283.0,5,3.0
2016-10-28,1283.0,6,3.0
2016-10-28,1283.0,7,3.0
2016-10-28,1283.0,8,3.0
2016-10-28,1283.0,9,3.0
2016-10-28,1283.0,10,3.0
2016-10-29,1284.0,1,4.0
2016-10-29,1284.0,2,4.0
2016-10-29,1284.0,3,4.0
2016-10-29,1284.0,4,4.0
2016-10-29,1284.0,5,4.0
2016-10-29,1284.0,6,4.0
2016-10-29,1284.0,7,4.0
2016-10-29,1284.0,8,4.0
2016-10-29,1284.0,9,4.0
2016-10-29,1284.0,10,4.0
2016-10-30,1285.0,1,5.0
2016-10-30,1285.0,2,5.0
2016-10-30,1285.0,3,5.0
2016-10-30,1285.0,4,5.0
2016-10-30,1285.0,5,5.0
2016-10-30,1285.0,6,5.0
2016-10-30,1285.0,7,5.0
2016-10-30,1285.0,8,5.0
2016-10-30,1285.0,9,5.0
2016-10-30,1285.0,10,5.0
2016-10-31,1286.0,1,6.0
2016-10-31,1286.0,2,6.0
2016-10-31,1286.0,4,6.0
2016-10-31,1286.0,5,6.0
2016-10-31,1286.0,6,6.0
2016-10-31,1286.0,7,6.0
2016-10-31,1286.0,8,6.0
2016-10-31,1286.0,9,6.0
2016-10-31,1286.0,10,6.0
2016-11-01,1287.0,9,7.0
2016-11-02,1288.0,1,1.0
2016-11-02,1288.0,2,1.0
2016-11-02,1288.0,3,1.0
2016-11-02,1288.0,4,1.0
2016-11-02,1288.0,5,1.0
2016-11-02,1288.0,6,1.0
2016-11-02,1288.0,7,1.0
2016-11-02,1288.0,8,1.0
2016-11-02,1288.0,9,1.0
2016-11-02,1288.0,10,1.0
2016-11-03,1289.0,1,2.0
2016-11-03,1289.0,2,2.0
2016-11-03,1289.0,3,2.0
2016-11-03,1289.0,4,2.0
2016-11-03,1289.0,5,2.0
2016-11-03,1289.0,6,2.0
2016-11-03,1289.0,7,2.0
2016-11-03,1289.0,8,2.0
2016-11-03,1289.0,9,2.0
2016-11-03,1289.0,10,2.0
2016-11-04,1290.0,1,3.0
2016-11-04,1290.0,2,3.0
2016-11-04,1290.0,3,3.0
2016-11-04,1290.0,4,3.0
2016-11-04,1290.0,5,3.0
2016-11-04,1290.0,6,3.0
2016-11-04,1290.0,7,3.0
2016-11-04,1290.0,8,3.0
2016-11-04,1290.0,9,3.0
2016-11-04,1290.0,10,3.0
2016-11-05,1291.0,1,4.0
2016-11-05,1291.0,2,4.0
2016-11-05,1291.0,3,4.0
2016-11-05,1291.0,4,4.0
2016-11-05,1291.0,5,4.0
2016-11-05,1291.0,6,4.0
2016-11-05,1291.0,7,4.0
2016-11-05,1291.0,8,4.0
2016-11-05,1291.0,9,4.0
2016-11-05,1291.0,10,4.0
2016-11-06,1292.0,1,5.0
2016-11-06,1292.0,2,5.0
2016-11-06,1292.0,3,5.0
2016-11-06,1292.0,4,5.0
2016-11-06,1292.0,5,5.0
2016-11-06,1292.0,6,5.0
2016-11-06,1292.0,7,5.0
2016-11-06,1292.0,8,5.0
2016-11-06,1292.0,9,5.0
2016-11-06,1292.0,10,5.0
2016-11-07,1293.0,3,6.0
2016-11-07,1293.0,4,6.0
2016-11-07,1293.0,5,6.0
2016-11-07,1293.0,6,6.0
2016-11-07,1293.0,7,6.0
2016-11-07,1293.0,8,6.0
2016-11-07,1293.0,9,6.0
2016-11-07,1293.0,10,6.0
2016-11-09,1294.0,1,1.0
2016-11-09,1294.0,2,1.0
2016-11-09,1294.0,3,1.0
2016-11-09,1294.0,4,1.0
2016-11-09,1294.0,5,1.0
2016-11-09,1294.0,6,1.0
2016-11-09,1294.0,7,1.0
2016-11-09,1294.0,8,1.0
2016-11-09,1294.0,9,1.0
2016-11-09,1294.0,10,1.0
2016-11-10,1295.0,1,2.0
2016-11-10,1295.0,2,2.0
2016-11-10,1295.0,3,2.0
2016-11-10,1295.0,4,2.0
2016-11-10,1295.0,5,2.0
2016-11-10,1295.0,6,2.0
2016-11-10,1295.0,7,2.0
2016-11-10,1295.0,8,2.0
2016-11-10,1295.0,9,2.0
2016-11-10,1295.0,10,2.0
2016-11-11,1296.0,1,3.0
2016-11-11,1296.0,2,3.0
2016-11-11,1296.0,3,3.0
2016-11-11,1296.0,4,3.0
2016-11-11,1296.0,5,3.0
2016-11-11,1296.0,6,3.0
2016-11-11,1296.0,7,3.0
2016-11-11,1296.0,8,3.0
2016-11-11,1296.0,9,3.0
2016-11-11,1296.0,10,3.0
2016-11-12,1297.0,1,4.0
2016-11-12,1297.0,2,4.0
2016-11-12,1297.0,3,4.0
2016-11-12,1297.0,4,4.0
2016-11-12,1297.0,5,4.0
2016-11-12,1297.0,6,4.0
2016-11-12,1297.0,7,4.0
2016-11-12,1297.0,8,4.0
2016-11-12,1297.0,9,4.0
2016-11-12,1297.0,10,4.0
2016-11-13,1298.0,1,5.0
2016-11-13,1298.0,2,5.0
2016-11-13,1298.0,3,5.0
2016-11-13,1298.0,4,5.0
2016-11-13,1298.0,5,5.0
2016-11-13,1298.0,6,5.0
2016-11-13,1298.0,7,5.0
2016-11-13,1298.0,8,5.0
2016-11-13,1298.0,9,5.0
2016-11-13,1298.0,10,5.0
2016-11-14,1299.0,1,6.0
2016-11-14,1299.0,2,6.0
2016-11-14,1299.0,3,6.0
2016-11-14,1299.0,4,6.0
2016-11-14,1299.0,5,6.0
2016-11-14,1299.0,6,6.0
2016-11-14,1299.0,7,6.0
2016-11-14,1299.0,8,6.0
2016-11-14,1299.0,9,6.0
2016-11-14,1299.0,10,6.0
2016-11-16,1300.0,1,1.0
2016-11-16,1300.0,2,1.0
2016-11-16,1300.0,3,1.0
2016-11-16,1300.0,4,1.0
2016-11-16,1300.0,5,1.0
2016-11-16,1300.0,6,1.0
2016-11-16,1300.0,7,1.0
2016-11-16,1300.0,8,1.0
2016-11-16,1300.0,9,1.0
2016-11-16,1300.0,10,1.0
2016-11-17,1301.0,1,2.0
2016-11-17,1301.0,2,2.0
2016-11-17,1301.0,3,2.0
2016-11-17,1301.0,4,2.0
2016-11-17,1301.0,5,2.0
2016-11-17,1301.0,6,2.0
2016-11-17,1301.0,7,2.0
2016-11-17,1301.0,8,2.0
2016-11-17,1301.0,9,2.0
2016-11-17,1301.0,10,2.0
2016-11-18,1302.0,1,3.0
2016-11-18,1302.0,2,3.0
2016-11-18,1302.0,3,3.0
2016-11-18,1302.0,4,3.0
2016-11-18,1302.0,5,3.0
2016-11-18,1302.0,6,3.0
2016-11-18,1302.0,7,3.0
2016-11-18,1302.0,8,3.0
2016-11-18,1302.0,9,3.0
2016-11-18,1302.0,10,3.0
2016-11-19,1303.0,1,4.0
2016-11-19,1303.0,2,4.0
2016-11-19,1303.0,3,4.0
2016-11-19,1303.0,4,4.0
2016-11-19,1303.0,5,4.0
2016-11-19,1303.0,6,4.0
2016-11-19,1303.0,7,4.0
2016-11-19,1303.0,8,4.0
2016-11-19,1303.0,9,4.0
2016-11-19,1303.0,10,4.0
2016-11-20,1304.0,1,5.0
2016-11-20,1304.0,2,5.0
2016-11-20,1304.0,3,5.0
2016-11-20,1304.0,4,5.0
2016-11-20,1304.0,5,5.0
2016-11-20,1304.0,6,5.0
2016-11-20,1304.0,7,5.0
2016-11-20,1304.0,8,5.0
2016-11-20,1304.0,9,5.0
2016-11-20,1304.0,10,5.0
2016-11-21,1305.0,1,6.0
2016-11-21,1305.0,2,6.0
2016-11-21,1305.0,3,6.0
2016-11-21,1305.0,4,6.0
2016-11-21,1305.0,5,6.0
2016-11-21,1305.0,6,6.0
2016-11-21,1305.0,7,6.0
2016-11-21,1305.0,8,6.0
2016-11-21,1305.0,9,6.0
2016-11-21,1305.0,10,6.0
2016-11-22,1306.0,6,7.0
2016-11-23,1307.0,1,1.0
2016-11-23,1307.0,2,1.0
2016-11-23,1307.0,3,1.0
2016-11-23,1307.0,4,1.0
2016-11-23,1307.0,5,1.0
2016-11-23,1307.0,6,1.0
2016-11-23,1307.0,7,1.0
2016-11-23,1307.0,8,1.0
2016-11-23,1307.0,9,1.0
2016-11-23,1307.0,10,1.0
2016-11-24,1308.0,1,2.0
2016-11-24,1308.0,2,2.0
2016-11-24,1308.0,3,2.0
2016-11-24,1308.0,4,2.0
2016-11-24,1308.0,5,2.0
2016-11-24,1308.0,6,2.0
2016-11-24,1308.0,7,2.0
2016-11-24,1308.0,8,2.0
2016-11-24,1308.0,9,2.0
2016-11-24,1308.0,10,2.0
2016-11-25,1309.0,1,3.0
2016-11-25,1309.0,2,3.0
2016-11-25,1309.0,3,3.0
2016-11-25,1309.0,4,3.0
2016-11-25,1309.0,5,3.0
2016-11-25,1309.0,6,3.0
2016-11-25,1309.0,7,3.0
2016-11-25,1309.0,8,3.0
2016-11-25,1309.0,9,3.0
2016-11-25,1309.0,10,3.0
2016-11-26,1310.0,1,4.0
2016-11-26,1310.0,2,4.0
2016-11-26,1310.0,3,4.0
2016-11-26,1310.0,4,4.0
2016-11-26,1310.0,5,4.0
2016-11-26,1310.0,6,4.0
2016-11-26,1310.0,7,4.0
2016-11-26,1310.0,8,4.0
2016-11-26,1310.0,9,4.0
2016-11-26,1310.0,10,4.0
2016-11-27,1311.0,1,5.0
2016-11-27,1311.0,2,5.0
2016-11-27,1311.0,3,5.0
2016-11-27,1311.0,4,5.0
2016-11-27,1311.0,5,5.0
2016-11-27,1311.0,6,5.0
2016-11-27,1311.0,7,5.0
2016-11-27,1311.0,8,5.0
2016-11-27,1311.0,9,5.0
2016-11-27,1311.0,10,5.0
2016-11-28,1312.0,1,6.0
2016-11-28,1312.0,2,6.0
2016-11-28,1312.0,3,6.0
2016-11-28,1312.0,4,6.0
2016-11-28,1312.0,5,6.0
2016-11-28,1312.0,6,6.0
2016-11-28,1312.0,7,6.0
2016-11-28,1312.0,8,6.0
2016-11-28,1312.0,9,6.0
2016-11-28,1312.0,10,6.0
2016-11-29,1313.0,1,7.0
2016-11-30,1314.0,1,1.0
2016-11-30,1314.0,2,1.0
2016-11-30,1314.0,3,1.0
2016-11-30,1314.0,4,1.0
2016-11-30,1314.0,5,1.0
2016-11-30,1314.0,6,1.0
2016-11-30,1314.0,7,1.0
2016-11-30,1314.0,8,1.0
2016-11-30,1314.0,9,1.0
2016-11-30,1314.0,10,1.0
2016-12-01,1315.0,1,2.0
2016-12-01,1315.0,2,2.0
2016-12-01,1315.0,3,2.0
2016-12-01,1315.0,4,2.0
2016-12-01,1315.0,5,2.0
2016-12-01,1315.0,6,2.0
2016-12-01,1315.0,7,2.0
2016-12-01,1315.0,8,2.0
2016-12-01,1315.0,9,2.0
2016-12-01,1315.0,10,2.0
2016-12-02,1316.0,1,3.0
2016-12-02,1316.0,2,3.0
2016-12-02,1316.0,3,3.0
2016-12-02,1316.0,4,3.0
2016-12-02,1316.0,5,3.0
2016-12-02,1316.0,6,3.0
2016-12-02,1316.0,7,3.0
2016-12-02,1316.0,8,3.0
2016-12-02,1316.0,9,3.0
2016-12-02,1316.0,10,3.0
2016-12-03,1317.0,1,4.0
2016-12-03,1317.0,2,4.0
2016-12-03,1317.0,3,4.0
2016-12-03,1317.0,4,4.0
2016-12-03,1317.0,5,4.0
2016-12-03,1317.0,6,4.0
2016-12-03,1317.0,7,4.0
2016-12-03,1317.0,8,4.0
2016-12-03,1317.0,9,4.0
2016-12-03,1317.0,10,4.0
2016-12-04,1318.0,1,5.0
2016-12-04,1318.0,2,5.0
2016-12-04,1318.0,3,5.0
2016-12-04,1318.0,4,5.0
2016-12-04,1318.0,5,5.0
2016-12-04,1318.0,6,5.0
2016-12-04,1318.0,7,5.0
2016-12-04,1318.0,8,5.0
2016-12-04,1318.0,9,5.0
2016-12-04,1318.0,10,5.0
2016-12-05,1319.0,1,6.0
2016-12-05,1319.0,2,6.0
2016-12-05,1319.0,3,6.0
2016-12-05,1319.0,4,6.0
2016-12-05,1319.0,5,6.0
2016-12-05,1319.0,6,6.0
2016-12-05,1319.0,7,6.0
2016-12-05,1319.0,8,6.0
2016-12-05,1319.0,9,6.0
2016-12-05,1319.0,10,6.0
2016-12-06,1320.0,9,7.0
2016-12-07,1321.0,1,1.0
2016-12-07,1321.0,2,1.0
2016-12-07,1321.0,3,1.0
2016-12-07,1321.0,4,1.0
2016-12-07,1321.0,5,1.0
2016-12-07,1321.0,6,1.0
2016-12-07,1321.0,7,1.0
2016-12-07,1321.0,8,1.0
2016-12-07,1321.0,9,1.0
2016-12-07,1321.0,10,1.0
2016-12-08,1322.0,1,2.0
2016-12-08,1322.0,2,2.0
2016-12-08,1322.0,3,2.0
2016-12-08,1322.0,4,2.0
2016-12-08,1322.0,5,2.0
2016-12-08,1322.0,6,2.0
2016-12-08,1322.0,7,2.0
2016-12-08,1322.0,8,2.0
2016-12-08,1322.0,9,2.0
2016-12-08,1322.0,10,2.0
2016-12-09,1323.0,1,3.0
2016-12-09,1323.0,2,3.0
2016-12-09,1323.0,3,3.0
2016-12-09,1323.0,4,3.0
2016-12-09,1323.0,5,3.0
2016-12-09,1323.0,6,3.0
2016-12-09,1323.0,7,3.0
2016-12-09,1323.0,8,3.0
2016-12-09,1323.0,9,3.0
2016-12-09,1323.0,10,3.0
2016-12-10,1324.0,1,4.0
2016-12-10,1324.0,2,4.0
2016-12-10,1324.0,3,4.0
2016-12-10,1324.0,4,4.0
2016-12-10,1324.0,5,4.0
2016-12-10,1324.0,6,4.0
2016-12-10,1324.0,7,4.0
2016-12-10,1324.0,8,4.0
2016-12-10,1324.0,9,4.0
2016-12-10,1324.0,10,4.0
2016-12-11,1325.0,1,5.0
2016-12-11,1325.0,2,5.0
2016-12-11,1325.0,3,5.0
2016-12-11,1325.0,4,5.0
2016-12-11,1325.0,5,5.0
2016-12-11,1325.0,6,5.0
2016-12-11,1325.0,7,5.0
2016-12-11,1325.0,8,5.0
2016-12-11,1325.0,9,5.0
2016-12-11,1325.0,10,5.0
2016-12-12,1326.0,6,6.0
2016-12-12,1326.0,9,6.0
2016-12-13,1327.0,4,7.0
2016-12-13,1327.0,6,7.0
2016-12-13,1327.0,9,7.0
2016-12-14,1328.0,1,1.0
2016-12-14,1328.0,4,1.0
2016-12-14,1328.0,5,1.0
2016-12-14,1328.0,6,1.0
2016-12-14,1328.0,8,1.0
2016-12-14,1328.0,9,1.0
2016-12-15,1329.0,1,2.0
2016-12-15,1329.0,2,2.0
2016-12-15,1329.0,3,2.0
2016-12-15,1329.0,4,2.0
2016-12-15,1329.0,5,2.0
2016-12-15,1329.0,6,2.0
2016-12-15,1329.0,7,2.0
2016-12-15,1329.0,8,2.0
2016-12-15,1329.0,9,2.0
2016-12-15,1329.0,10,2.0
2016-12-16,1330.0,1,3.0
2016-12-16,1330.0,2,3.0
2016-12-16,1330.0,3,3.0
2016-12-16,1330.0,4,3.0
2016-12-16,1330.0,5,3.0
2016-12-16,1330.0,6,3.0
2016-12-16,1330.0,7,3.0
2016-12-16,1330.0,8,3.0
2016-12-16,1330.0,9,3.0
2016-12-16,1330.0,10,3.0
2016-12-17,1331.0,1,4.0
2016-12-17,1331.0,2,4.0
2016-12-17,1331.0,3,4.0
2016-12-17,1331.0,4,4.0
2016-12-17,1331.0,5,4.0
2016-12-17,1331.0,6,4.0
2016-12-17,1331.0,7,4.0
2016-12-17,1331.0,8,4.0
2016-12-17,1331.0,9,4.0
2016-12-17,1331.0,10,4.0
2016-12-18,1332.0,1,5.0
2016-12-18,1332.0,2,5.0
2016-12-18,1332.0,3,5.0
2016-12-18,1332.0,4,5.0
2016-12-18,1332.0,5,5.0
2016-12-18,1332.0,6,5.0
2016-12-18,1332.0,7,5.0
2016-12-18,1332.0,8,5.0
2016-12-18,1332.0,9,5.0
2016-12-18,1332.0,10,5.0
2016-12-19,1333.0,1,6.0
2016-12-19,1333.0,2,6.0
2016-12-19,1333.0,3,6.0
2016-12-19,1333.0,4,6.0
2016-12-19,1333.0,5,6.0
2016-12-19,1333.0,6,6.0
2016-12-19,1333.0,7,6.0
2016-12-19,1333.0,8,6.0
2016-12-19,1333.0,9,6.0
2016-12-19,1333.0,10,6.0
2016-12-21,1334.0,1,1.0
2016-12-21,1334.0,2,1.0
2016-12-21,1334.0,3,1.0
2016-12-21,1334.0,4,1.0
2016-12-21,1334.0,5,1.0
2016-12-21,1334.0,6,1.0
2016-12-21,1334.0,7,1.0
2016-12-21,1334.0,8,1.0
2016-12-21,1334.0,9,1.0
2016-12-21,1334.0,10,1.0
2016-12-22,1335.0,1,2.0
2016-12-22,1335.0,2,2.0
2016-12-22,1335.0,3,2.0
2016-12-22,1335.0,4,2.0
2016-12-22,1335.0,5,2.0
2016-12-22,1335.0,6,2.0
2016-12-22,1335.0,7,2.0
2016-12-22,1335.0,8,2.0
2016-12-22,1335.0,9,2.0
2016-12-22,1335.0,10,2.0
2016-12-23,1336.0,1,3.0
2016-12-23,1336.0,2,3.0
