r_date,date,day_of_week,brand,cnt,month,year,day
2013/1/30,30,3,10,601,1,2013,30
2013/1/31,31,4,1,343,1,2013,31
2013/1/31,31,4,2,340,1,2013,31
2013/1/31,31,4,3,264,1,2013,31
2013/1/31,31,4,4,224,1,2013,31
2013/1/31,31,4,6,148,1,2013,31
2013/1/31,31,4,7,212,1,2013,31
2013/1/31,31,4,9,439,1,2013,31
2013/1/31,31,4,10,604,1,2013,31
2013/2/1,32,5,1,524,2,2013,1
2013/2/1,32,5,2,345,2,2013,1
2013/2/1,32,5,3,366,2,2013,1
2013/2/1,32,5,4,523,2,2013,1
2013/2/1,32,5,6,185,2,2013,1
2013/2/1,32,5,7,232,2,2013,1
2013/2/1,32,5,8,51,2,2013,1
2013/2/1,32,5,9,466,2,2013,1
2013/2/1,32,5,10,515,2,2013,1
2013/2/2,33,6,1,62,2,2013,2
2013/2/2,33,6,2,33,2,2013,2
2013/2/2,33,6,4,44,2,2013,2
2013/2/2,33,6,6,6,2,2013,2
2013/2/2,33,6,7,32,2,2013,2
2013/2/2,33,6,8,32,2,2013,2
2013/2/2,33,6,9,92,2,2013,2
2013/2/2,33,6,10,51,2,2013,2
2013/2/3,34,7,6,5,2,2013,3
2013/2/3,34,7,9,27,2,2013,3
2013/2/4,35,1,1,898,2,2013,4
2013/2/4,35,1,2,663,2,2013,4
2013/2/4,35,1,3,392,2,2013,4
2013/2/4,35,1,4,802,2,2013,4
2013/2/4,35,1,6,209,2,2013,4
2013/2/4,35,1,7,386,2,2013,4
2013/2/4,35,1,8,25,2,2013,4
2013/2/4,35,1,9,835,2,2013,4
2013/2/4,35,1,10,1071,2,2013,4
2013/2/5,36,2,1,499,2,2013,5
2013/2/5,36,2,2,630,2,2013,5
2013/2/5,36,2,3,196,2,2013,5
2013/2/5,36,2,4,871,2,2013,5
2013/2/5,36,2,6,214,2,2013,5
2013/2/5,36,2,7,322,2,2013,5
2013/2/5,36,2,8,127,2,2013,5
2013/2/5,36,2,9,813,2,2013,5
2013/2/5,36,2,10,978,2,2013,5
2013/2/6,37,3,1,902,2,2013,6
2013/2/6,37,3,2,588,2,2013,6
2013/2/6,37,3,3,305,2,2013,6
2013/2/6,37,3,4,976,2,2013,6
2013/2/6,37,3,6,283,2,2013,6
2013/2/6,37,3,7,270,2,2013,6
2013/2/6,37,3,8,30,2,2013,6
2013/2/6,37,3,9,759,2,2013,6
2013/2/6,37,3,10,1129,2,2013,6
2013/2/7,38,4,1,503,2,2013,7
2013/2/7,38,4,2,365,2,2013,7
2013/2/7,38,4,3,216,2,2013,7
2013/2/7,38,4,4,479,2,2013,7
2013/2/7,38,4,6,183,2,2013,7
2013/2/7,38,4,7,118,2,2013,7
2013/2/7,38,4,8,23,2,2013,7
2013/2/7,38,4,9,720,2,2013,7
2013/2/7,38,4,10,717,2,2013,7
2013/2/8,39,5,1,100,2,2013,8
2013/2/8,39,5,2,159,2,2013,8
2013/2/8,39,5,3,26,2,2013,8
2013/2/8,39,5,4,174,2,2013,8
2013/2/8,39,5,6,57,2,2013,8
2013/2/8,39,5,7,77,2,2013,8
2013/2/8,39,5,9,135,2,2013,8
2013/2/8,39,5,10,185,2,2013,8
2013/2/14,40,4,9,11,2,2013,14
2013/2/14,40,4,10,19,2,2013,14
2013/2/15,41,5,7,26,2,2013,15
2013/2/16,42,6,1,842,2,2013,16
2013/2/16,42,6,2,332,2,2013,16
2013/2/16,42,6,3,229,2,2013,16
2013/2/16,42,6,4,762,2,2013,16
2013/2/16,42,6,6,160,2,2013,16
2013/2/16,42,6,7,32,2,2013,16
2013/2/16,42,6,9,614,2,2013,16
2013/2/16,42,6,10,746,2,2013,16
2013/2/17,43,7,1,946,2,2013,17
2013/2/17,43,7,2,316,2,2013,17
2013/2/17,43,7,3,57,2,2013,17
2013/2/17,43,7,4,812,2,2013,17
2013/2/17,43,7,6,165,2,2013,17
2013/2/17,43,7,9,598,2,2013,17
2013/2/17,43,7,10,602,2,2013,17
2013/2/18,44,1,1,599,2,2013,18
2013/2/18,44,1,2,186,2,2013,18
2013/2/18,44,1,3,105,2,2013,18
2013/2/18,44,1,4,488,2,2013,18
2013/2/18,44,1,6,147,2,2013,18
2013/2/18,44,1,7,26,2,2013,18
2013/2/18,44,1,8,25,2,2013,18
2013/2/18,44,1,9,479,2,2013,18
2013/2/18,44,1,10,432,2,2013,18
2013/2/19,45,2,1,624,2,2013,19
2013/2/19,45,2,2,199,2,2013,19
2013/2/19,45,2,3,131,2,2013,19
2013/2/19,45,2,4,348,2,2013,19
2013/2/19,45,2,6,131,2,2013,19
2013/2/19,45,2,7,193,2,2013,19
2013/2/19,45,2,8,32,2,2013,19
2013/2/19,45,2,9,644,2,2013,19
2013/2/19,45,2,10,309,2,2013,19
2013/2/20,46,3,1,553,2,2013,20
2013/2/20,46,3,2,371,2,2013,20
2013/2/20,46,3,3,122,2,2013,20
2013/2/20,46,3,4,468,2,2013,20
2013/2/20,46,3,6,144,2,2013,20
2013/2/20,46,3,7,150,2,2013,20
2013/2/20,46,3,8,30,2,2013,20
2013/2/20,46,3,9,530,2,2013,20
2013/2/20,46,3,10,408,2,2013,20
2013/2/21,47,4,1,480,2,2013,21
2013/2/21,47,4,2,170,2,2013,21
2013/2/21,47,4,3,120,2,2013,21
2013/2/21,47,4,4,351,2,2013,21
2013/2/21,47,4,6,118,2,2013,21
2013/2/21,47,4,7,118,2,2013,21
2013/2/21,47,4,8,46,2,2013,21
2013/2/21,47,4,9,360,2,2013,21
2013/2/21,47,4,10,434,2,2013,21
2013/2/22,48,5,1,374,2,2013,22
2013/2/22,48,5,2,186,2,2013,22
2013/2/22,48,5,3,131,2,2013,22
2013/2/22,48,5,4,418,2,2013,22
2013/2/22,48,5,6,105,2,2013,22
2013/2/22,48,5,7,77,2,2013,22
2013/2/22,48,5,9,466,2,2013,22
2013/2/22,48,5,10,268,2,2013,22
2013/2/23,49,6,6,6,2,2013,23
2013/2/23,49,6,7,32,2,2013,23
2013/2/23,49,6,9,15,2,2013,23
2013/2/23,49,6,10,26,2,2013,23
2013/2/24,50,7,9,13,2,2013,24
2013/2/25,51,1,1,424,2,2013,25
2013/2/25,51,1,2,292,2,2013,25
2013/2/25,51,1,3,105,2,2013,25
2013/2/25,51,1,4,592,2,2013,25
2013/2/25,51,1,6,124,2,2013,25
2013/2/25,51,1,7,129,2,2013,25
2013/2/25,51,1,9,368,2,2013,25
2013/2/25,51,1,10,227,2,2013,25
2013/2/26,52,2,1,312,2,2013,26
2013/2/26,52,2,2,199,2,2013,26
2013/2/26,52,2,3,229,2,2013,26
2013/2/26,52,2,4,436,2,2013,26
2013/2/26,52,2,6,143,2,2013,26
2013/2/26,52,2,7,97,2,2013,26
2013/2/26,52,2,9,491,2,2013,26
2013/2/26,52,2,10,232,2,2013,26
2013/2/27,53,3,1,204,2,2013,27
2013/2/27,53,3,2,186,2,2013,27
2013/2/27,53,3,3,152,2,2013,27
2013/2/27,53,3,4,590,2,2013,27
2013/2/27,53,3,6,133,2,2013,27
2013/2/27,53,3,7,120,2,2013,27
2013/2/27,53,3,9,272,2,2013,27
2013/2/27,53,3,10,312,2,2013,27
2013/2/28,54,4,1,274,2,2013,28
2013/2/28,54,4,2,24,2,2013,28
2013/2/28,54,4,3,144,2,2013,28
2013/2/28,54,4,4,208,2,2013,28
2013/2/28,54,4,6,87,2,2013,28
2013/2/28,54,4,7,165,2,2013,28
2013/2/28,54,4,9,236,2,2013,28
2013/2/28,54,4,10,321,2,2013,28
2013/3/1,55,5,1,399,3,2013,1
2013/3/1,55,5,2,80,3,2013,1
2013/3/1,55,5,3,209,3,2013,1
2013/3/1,55,5,4,314,3,2013,1
2013/3/1,55,5,6,128,3,2013,1
2013/3/1,55,5,7,51,3,2013,1
2013/3/1,55,5,8,25,3,2013,1
2013/3/1,55,5,9,381,3,2013,1
2013/3/1,55,5,10,453,3,2013,1
2013/3/2,56,6,1,31,3,2013,2
2013/3/2,56,6,9,61,3,2013,2
2013/3/4,57,1,1,474,3,2013,4
2013/3/4,57,1,2,239,3,2013,4
2013/3/4,57,1,3,209,3,2013,4
2013/3/4,57,1,4,401,3,2013,4
2013/3/4,57,1,6,114,3,2013,4
2013/3/4,57,1,7,103,3,2013,4
2013/3/4,57,1,9,466,3,2013,4
2013/3/4,57,1,10,227,3,2013,4
2013/3/5,58,2,1,281,3,2013,5
2013/3/5,58,2,2,464,3,2013,5
2013/3/5,58,2,3,229,3,2013,5
2013/3/5,58,2,4,544,3,2013,5
2013/3/5,58,2,6,160,3,2013,5
2013/3/5,58,2,7,161,3,2013,5
2013/3/5,58,2,9,384,3,2013,5
2013/3/5,58,2,10,463,3,2013,5
2013/3/6,59,3,1,437,3,2013,6
2013/3/6,59,3,2,124,3,2013,6
2013/3/6,59,3,3,91,3,2013,6
2013/3/6,59,3,4,468,3,2013,6
2013/3/6,59,3,6,139,3,2013,6
2013/3/6,59,3,7,120,3,2013,6
2013/3/6,59,3,9,573,3,2013,6
2013/3/6,59,3,10,336,3,2013,6
2013/3/7,60,4,1,252,3,2013,7
2013/3/7,60,4,2,97,3,2013,7
2013/3/7,60,4,3,168,3,2013,7
2013/3/7,60,4,4,335,3,2013,7
2013/3/7,60,4,6,96,3,2013,7
2013/3/7,60,4,7,142,3,2013,7
2013/3/7,60,4,8,23,3,2013,7
2013/3/7,60,4,9,338,3,2013,7
2013/3/7,60,4,10,415,3,2013,7
2013/3/8,61,5,1,150,3,2013,8
2013/3/8,61,5,2,133,3,2013,8
2013/3/8,61,5,3,131,3,2013,8
2013/3/8,61,5,4,261,3,2013,8
2013/3/8,61,5,6,95,3,2013,8
2013/3/8,61,5,7,180,3,2013,8
2013/3/8,61,5,8,25,3,2013,8
2013/3/8,61,5,9,233,3,2013,8
2013/3/8,61,5,10,412,3,2013,8
2013/3/9,62,6,1,94,3,2013,9
2013/3/9,62,6,4,44,3,2013,9
2013/3/9,62,6,6,12,3,2013,9
2013/3/9,62,6,9,61,3,2013,9
2013/3/9,62,6,10,51,3,2013,9
2013/3/10,63,7,4,19,3,2013,10
2013/3/10,63,7,6,5,3,2013,10
2013/3/10,63,7,7,28,3,2013,10
2013/3/10,63,7,9,27,3,2013,10
2013/3/10,63,7,10,22,3,2013,10
2013/3/11,64,1,1,299,3,2013,11
2013/3/11,64,1,2,398,3,2013,11
2013/3/11,64,1,3,287,3,2013,11
2013/3/11,64,1,4,732,3,2013,11
2013/3/11,64,1,6,124,3,2013,11
2013/3/11,64,1,7,154,3,2013,11
2013/3/11,64,1,9,368,3,2013,11
2013/3/11,64,1,10,371,3,2013,11
2013/3/12,65,2,1,499,3,2013,12
2013/3/12,65,2,2,199,3,2013,12
2013/3/12,65,2,3,229,3,2013,12
2013/3/12,65,2,4,436,3,2013,12
2013/3/12,65,2,6,71,3,2013,12
2013/3/12,65,2,7,225,3,2013,12
2013/3/12,65,2,9,384,3,2013,12
2013/3/12,65,2,10,489,3,2013,12
2013/3/13,66,3,1,175,3,2013,13
2013/3/13,66,3,2,31,3,2013,13
2013/3/13,66,3,3,183,3,2013,13
2013/3/13,66,3,4,407,3,2013,13
2013/3/13,66,3,6,89,3,2013,13
2013/3/13,66,3,7,150,3,2013,13
2013/3/13,66,3,8,30,3,2013,13
2013/3/13,66,3,9,387,3,2013,13
2013/3/13,66,3,10,384,3,2013,13
2013/3/14,67,4,1,297,3,2013,14
2013/3/14,67,4,2,73,3,2013,14
2013/3/14,67,4,3,168,3,2013,14
2013/3/14,67,4,4,303,3,2013,14
2013/3/14,67,4,6,131,3,2013,14
2013/3/14,67,4,7,71,3,2013,14
2013/3/14,67,4,8,23,3,2013,14
2013/3/14,67,4,9,236,3,2013,14
2013/3/14,67,4,10,283,3,2013,14
2013/3/15,68,5,1,225,3,2013,15
2013/3/15,68,5,2,159,3,2013,15
2013/3/15,68,5,3,209,3,2013,15
2013/3/15,68,5,4,261,3,2013,15
2013/3/15,68,5,6,157,3,2013,15
2013/3/15,68,5,7,206,3,2013,15
2013/3/15,68,5,9,282,3,2013,15
2013/3/15,68,5,10,329,3,2013,15
2013/3/16,69,6,3,33,3,2013,16
2013/3/16,69,6,6,6,3,2013,16
2013/3/16,69,6,9,46,3,2013,16
2013/3/16,69,6,10,26,3,2013,16
2013/3/17,70,7,1,54,3,2013,17
2013/3/17,70,7,6,5,3,2013,17
2013/3/18,71,1,1,474,3,2013,18
2013/3/18,71,1,2,27,3,2013,18
2013/3/18,71,1,3,131,3,2013,18
2013/3/18,71,1,4,470,3,2013,18
2013/3/18,71,1,6,143,3,2013,18
2013/3/18,71,1,7,180,3,2013,18
2013/3/18,71,1,8,25,3,2013,18
2013/3/18,71,1,9,466,3,2013,18
2013/3/18,71,1,10,391,3,2013,18
2013/3/19,72,2,1,437,3,2013,19
2013/3/19,72,2,2,199,3,2013,19
2013/3/19,72,2,3,229,3,2013,19
2013/3/19,72,2,4,457,3,2013,19
2013/3/19,72,2,6,143,3,2013,19
2013/3/19,72,2,7,161,3,2013,19
2013/3/19,72,2,8,32,3,2013,19
2013/3/19,72,2,9,598,3,2013,19
2013/3/19,72,2,10,335,3,2013,19
2013/3/20,73,3,1,262,3,2013,20
2013/3/20,73,3,2,186,3,2013,20
2013/3/20,73,3,3,244,3,2013,20
2013/3/20,73,3,4,346,3,2013,20
2013/3/20,73,3,6,100,3,2013,20
2013/3/20,73,3,7,240,3,2013,20
2013/3/20,73,3,9,358,3,2013,20
2013/3/20,73,3,10,240,3,2013,20
2013/3/21,74,4,1,229,3,2013,21
2013/3/21,74,4,2,243,3,2013,21
2013/3/21,74,4,3,192,3,2013,21
2013/3/21,74,4,4,367,3,2013,21
2013/3/21,74,4,6,126,3,2013,21
2013/3/21,74,4,7,142,3,2013,21
2013/3/21,74,4,8,70,3,2013,21
2013/3/21,74,4,9,259,3,2013,21
2013/3/21,74,4,10,359,3,2013,21
2013/3/22,75,5,1,374,3,2013,22
2013/3/22,75,5,2,212,3,2013,22
2013/3/22,75,5,3,157,3,2013,22
2013/3/22,75,5,4,418,3,2013,22
2013/3/22,75,5,6,95,3,2013,22
2013/3/22,75,5,7,154,3,2013,22
2013/3/22,75,5,9,209,3,2013,22
2013/3/22,75,5,10,371,3,2013,22
2013/3/23,76,6,1,31,3,2013,23
2013/3/23,76,6,4,44,3,2013,23
2013/3/23,76,6,7,64,3,2013,23
2013/3/23,76,6,9,15,3,2013,23
2013/3/23,76,6,10,51,3,2013,23
2013/3/24,77,7,1,27,3,2013,24
2013/3/25,78,1,1,274,3,2013,25
2013/3/25,78,1,2,80,3,2013,25
2013/3/25,78,1,3,209,3,2013,25
2013/3/25,78,1,4,401,3,2013,25
2013/3/25,78,1,6,119,3,2013,25
2013/3/25,78,1,7,257,3,2013,25
2013/3/25,78,1,9,246,3,2013,25
2013/3/25,78,1,10,474,3,2013,25
2013/3/26,79,2,1,312,3,2013,26
2013/3/26,79,2,2,365,3,2013,26
2013/3/26,79,2,3,229,3,2013,26
2013/3/26,79,2,4,479,3,2013,26
2013/3/26,79,2,6,184,3,2013,26
2013/3/26,79,2,7,161,3,2013,26
2013/3/26,79,2,8,32,3,2013,26
2013/3/26,79,2,9,322,3,2013,26
2013/3/26,79,2,10,283,3,2013,26
2013/3/27,80,3,1,291,3,2013,27
2013/3/27,80,3,2,155,3,2013,27
2013/3/27,80,3,3,61,3,2013,27
2013/3/27,80,3,4,305,3,2013,27
2013/3/27,80,3,6,111,3,2013,27
2013/3/27,80,3,7,240,3,2013,27
2013/3/27,80,3,8,30,3,2013,27
2013/3/27,80,3,9,272,3,2013,27
2013/3/27,80,3,10,336,3,2013,27
2013/3/28,81,4,1,252,3,2013,28
2013/3/28,81,4,2,146,3,2013,28
2013/3/28,81,4,3,168,3,2013,28
2013/3/28,81,4,4,240,3,2013,28
2013/3/28,81,4,6,96,3,2013,28
2013/3/28,81,4,7,142,3,2013,28
2013/3/28,81,4,9,225,3,2013,28
2013/3/28,81,4,10,321,3,2013,28
2013/3/29,82,5,1,299,3,2013,29
2013/3/29,82,5,2,371,3,2013,29
2013/3/29,82,5,3,340,3,2013,29
2013/3/29,82,5,4,227,3,2013,29
2013/3/29,82,5,6,147,3,2013,29
2013/3/29,82,5,7,283,3,2013,29
2013/3/29,82,5,8,101,3,2013,29
2013/3/29,82,5,9,344,3,2013,29
2013/3/29,82,5,10,453,3,2013,29
2013/3/30,83,6,1,62,3,2013,30
2013/3/30,83,6,4,22,3,2013,30
2013/3/30,83,6,6,12,3,2013,30
2013/3/30,83,6,9,92,3,2013,30
2013/3/30,83,6,10,26,3,2013,30
2013/3/31,84,7,1,27,3,2013,31
2013/3/31,84,7,10,22,3,2013,31
2013/4/1,85,1,1,299,4,2013,1
2013/4/1,85,1,2,186,4,2013,1
2013/4/1,85,1,3,78,4,2013,1
2013/4/1,85,1,4,157,4,2013,1
2013/4/1,85,1,6,86,4,2013,1
2013/4/1,85,1,7,26,4,2013,1
2013/4/1,85,1,8,25,4,2013,1
2013/4/1,85,1,9,86,4,2013,1
2013/4/1,85,1,10,144,4,2013,1
2013/4/2,86,2,1,312,4,2013,2
2013/4/2,86,2,2,431,4,2013,2
2013/4/2,86,2,3,327,4,2013,2
2013/4/2,86,2,4,501,4,2013,2
2013/4/2,86,2,6,160,4,2013,2
2013/4/2,86,2,7,129,4,2013,2
2013/4/2,86,2,8,63,4,2013,2
2013/4/2,86,2,9,660,4,2013,2
2013/4/2,86,2,10,592,4,2013,2
2013/4/3,87,3,1,582,4,2013,3
2013/4/3,87,3,2,464,4,2013,3
2013/4/3,87,3,3,335,4,2013,3
2013/4/3,87,3,4,366,4,2013,3
2013/4/3,87,3,6,166,4,2013,3
2013/4/3,87,3,7,330,4,2013,3
2013/4/3,87,3,8,59,4,2013,3
2013/4/3,87,3,9,587,4,2013,3
2013/4/3,87,3,10,577,4,2013,3
