r_date,date,brand,day_of_week,month,year,day,cnt
2016-05-01,1121.0,4,5.0,5,2016,1,171
2016-05-01,1121.0,5,5.0,5,2016,1,294
2016-05-01,1121.0,6,5.0,5,2016,1,233
2016-05-01,1121.0,7,5.0,5,2016,1,337
2016-05-01,1121.0,8,5.0,5,2016,1,166
2016-05-01,1121.0,9,5.0,5,2016,1,402
2016-05-01,1121.0,10,5.0,5,2016,1,157
2016-05-02,1122.0,1,6.0,5,2016,2,136
2016-05-02,1122.0,2,6.0,5,2016,2,72
2016-05-02,1122.0,3,6.0,5,2016,2,143
2016-05-02,1122.0,4,6.0,5,2016,2,143
2016-05-02,1122.0,5,6.0,5,2016,2,110
2016-05-02,1122.0,6,6.0,5,2016,2,65
2016-05-02,1122.0,7,6.0,5,2016,2,70
2016-05-02,1122.0,8,6.0,5,2016,2,69
2016-05-02,1122.0,9,6.0,5,2016,2,117
2016-05-02,1122.0,10,6.0,5,2016,2,56
2016-05-04,1123.0,1,1.0,5,2016,4,327
2016-05-04,1123.0,2,1.0,5,2016,4,116
2016-05-04,1123.0,3,1.0,5,2016,4,200
2016-05-04,1123.0,4,1.0,5,2016,4,437
2016-05-04,1123.0,5,1.0,5,2016,4,235
2016-05-04,1123.0,6,1.0,5,2016,4,285
2016-05-04,1123.0,7,1.0,5,2016,4,365
2016-05-04,1123.0,8,1.0,5,2016,4,387
2016-05-04,1123.0,9,1.0,5,2016,4,496
2016-05-04,1123.0,10,1.0,5,2016,4,494
2016-05-05,1124.0,1,2.0,5,2016,5,340
2016-05-05,1124.0,2,2.0,5,2016,5,253
2016-05-05,1124.0,3,2.0,5,2016,5,249
2016-05-05,1124.0,4,2.0,5,2016,5,618
2016-05-05,1124.0,5,2.0,5,2016,5,441
2016-05-05,1124.0,6,2.0,5,2016,5,305
2016-05-05,1124.0,7,2.0,5,2016,5,597
2016-05-05,1124.0,8,2.0,5,2016,5,518
2016-05-05,1124.0,9,2.0,5,2016,5,820
2016-05-05,1124.0,10,2.0,5,2016,5,309
2016-05-06,1125.0,1,3.0,5,2016,6,349
2016-05-06,1125.0,2,3.0,5,2016,6,135
2016-05-06,1125.0,3,3.0,5,2016,6,233
2016-05-06,1125.0,4,3.0,5,2016,6,333
2016-05-06,1125.0,5,3.0,5,2016,6,446
2016-05-06,1125.0,6,3.0,5,2016,6,357
2016-05-06,1125.0,7,3.0,5,2016,6,557
2016-05-06,1125.0,8,3.0,5,2016,6,452
2016-05-06,1125.0,9,3.0,5,2016,6,828
2016-05-06,1125.0,10,3.0,5,2016,6,262
2016-05-07,1126.0,1,4.0,5,2016,7,274
2016-05-07,1126.0,2,4.0,5,2016,7,186
2016-05-07,1126.0,3,4.0,5,2016,7,235
2016-05-07,1126.0,4,4.0,5,2016,7,296
2016-05-07,1126.0,5,4.0,5,2016,7,162
2016-05-07,1126.0,6,4.0,5,2016,7,209
2016-05-07,1126.0,7,4.0,5,2016,7,206
2016-05-07,1126.0,8,4.0,5,2016,7,177
2016-05-07,1126.0,9,4.0,5,2016,7,577
2016-05-07,1126.0,10,4.0,5,2016,7,185
2016-05-08,1127.0,1,5.0,5,2016,8,218
2016-05-08,1127.0,2,5.0,5,2016,8,203
2016-05-08,1127.0,3,5.0,5,2016,8,285
2016-05-08,1127.0,4,5.0,5,2016,8,285
2016-05-08,1127.0,5,5.0,5,2016,8,235
2016-05-08,1127.0,6,5.0,5,2016,8,207
2016-05-08,1127.0,7,5.0,5,2016,8,309
2016-05-08,1127.0,8,5.0,5,2016,8,332
2016-05-08,1127.0,9,5.0,5,2016,8,723
2016-05-08,1127.0,10,5.0,5,2016,8,270
2016-05-09,1128.0,1,6.0,5,2016,9,34
2016-05-09,1128.0,2,6.0,5,2016,9,36
2016-05-09,1128.0,3,6.0,5,2016,9,285
2016-05-09,1128.0,4,6.0,5,2016,9,119
2016-05-09,1128.0,5,6.0,5,2016,9,37
2016-05-09,1128.0,6,6.0,5,2016,9,65
2016-05-09,1128.0,7,6.0,5,2016,9,105
2016-05-09,1128.0,8,6.0,5,2016,9,207
2016-05-09,1128.0,9,6.0,5,2016,9,268
2016-05-11,1129.0,1,1.0,5,2016,11,408
2016-05-11,1129.0,2,1.0,5,2016,11,232
2016-05-11,1129.0,3,1.0,5,2016,11,342
2016-05-11,1129.0,4,1.0,5,2016,11,494
2016-05-11,1129.0,5,1.0,5,2016,11,588
2016-05-11,1129.0,6,1.0,5,2016,11,290
2016-05-11,1129.0,7,1.0,5,2016,11,365
2016-05-11,1129.0,8,1.0,5,2016,11,525
2016-05-11,1129.0,9,1.0,5,2016,11,589
2016-05-11,1129.0,10,1.0,5,2016,11,314
2016-05-12,1130.0,1,2.0,5,2016,12,306
2016-05-12,1130.0,2,2.0,5,2016,12,217
2016-05-12,1130.0,3,2.0,5,2016,12,392
2016-05-12,1130.0,4,2.0,5,2016,12,356
2016-05-12,1130.0,5,2.0,5,2016,12,514
2016-05-12,1130.0,6,2.0,5,2016,12,168
2016-05-12,1130.0,7,2.0,5,2016,12,421
2016-05-12,1130.0,8,2.0,5,2016,12,622
2016-05-12,1130.0,9,2.0,5,2016,12,787
2016-05-12,1130.0,10,2.0,5,2016,12,281
2016-05-13,1131.0,1,3.0,5,2016,13,413
2016-05-13,1131.0,2,3.0,5,2016,13,203
2016-05-13,1131.0,3,3.0,5,2016,13,100
2016-05-13,1131.0,4,3.0,5,2016,13,466
2016-05-13,1131.0,5,3.0,5,2016,13,514
2016-05-13,1131.0,6,3.0,5,2016,13,339
2016-05-13,1131.0,7,3.0,5,2016,13,197
2016-05-13,1131.0,8,3.0,5,2016,13,516
2016-05-13,1131.0,9,3.0,5,2016,13,625
2016-05-13,1131.0,10,3.0,5,2016,13,262
2016-05-14,1132.0,1,4.0,5,2016,14,299
2016-05-14,1132.0,2,4.0,5,2016,14,186
2016-05-14,1132.0,3,4.0,5,2016,14,209
2016-05-14,1132.0,4,4.0,5,2016,14,418
2016-05-14,1132.0,5,4.0,5,2016,14,323
2016-05-14,1132.0,6,4.0,5,2016,14,247
2016-05-14,1132.0,7,4.0,5,2016,14,257
2016-05-14,1132.0,8,4.0,5,2016,14,355
2016-05-14,1132.0,9,4.0,5,2016,14,319
2016-05-14,1132.0,10,4.0,5,2016,14,185
2016-05-15,1133.0,1,5.0,5,2016,15,163
2016-05-15,1133.0,2,5.0,5,2016,15,260
2016-05-15,1133.0,3,5.0,5,2016,15,200
2016-05-15,1133.0,4,5.0,5,2016,15,266
2016-05-15,1133.0,5,5.0,5,2016,15,206
2016-05-15,1133.0,6,5.0,5,2016,15,244
2016-05-15,1133.0,7,5.0,5,2016,15,253
2016-05-15,1133.0,8,5.0,5,2016,15,442
2016-05-15,1133.0,9,5.0,5,2016,15,696
2016-05-15,1133.0,10,5.0,5,2016,15,292
2016-05-16,1134.0,1,6.0,5,2016,16,34
2016-05-16,1134.0,2,6.0,5,2016,16,72
2016-05-16,1134.0,3,6.0,5,2016,16,214
2016-05-16,1134.0,4,6.0,5,2016,16,166
2016-05-16,1134.0,5,6.0,5,2016,16,147
2016-05-16,1134.0,6,6.0,5,2016,16,58
2016-05-16,1134.0,7,6.0,5,2016,16,105
2016-05-16,1134.0,8,6.0,5,2016,16,35
2016-05-16,1134.0,9,6.0,5,2016,16,151
2016-05-16,1134.0,10,6.0,5,2016,16,28
2016-05-18,1135.0,1,1.0,5,2016,18,354
2016-05-18,1135.0,2,1.0,5,2016,18,405
2016-05-18,1135.0,3,1.0,5,2016,18,285
2016-05-18,1135.0,4,1.0,5,2016,18,418
2016-05-18,1135.0,5,1.0,5,2016,18,617
2016-05-18,1135.0,6,1.0,5,2016,18,378
2016-05-18,1135.0,7,1.0,5,2016,18,253
2016-05-18,1135.0,8,1.0,5,2016,18,442
2016-05-18,1135.0,9,1.0,5,2016,18,790
2016-05-18,1135.0,10,1.0,5,2016,18,337
2016-05-19,1136.0,1,2.0,5,2016,19,374
2016-05-19,1136.0,2,2.0,5,2016,19,326
2016-05-19,1136.0,3,2.0,5,2016,19,249
2016-05-19,1136.0,4,2.0,5,2016,19,451
2016-05-19,1136.0,5,2.0,5,2016,19,661
2016-05-19,1136.0,6,2.0,5,2016,19,292
2016-05-19,1136.0,7,2.0,5,2016,19,246
2016-05-19,1136.0,8,2.0,5,2016,19,484
2016-05-19,1136.0,9,2.0,5,2016,19,519
2016-05-19,1136.0,10,2.0,5,2016,19,337
2016-05-20,1137.0,1,3.0,5,2016,20,286
2016-05-20,1137.0,2,3.0,5,2016,20,236
2016-05-20,1137.0,3,3.0,5,2016,20,200
2016-05-20,1137.0,4,3.0,5,2016,20,488
2016-05-20,1137.0,5,3.0,5,2016,20,377
2016-05-20,1137.0,6,3.0,5,2016,20,417
2016-05-20,1137.0,7,3.0,5,2016,20,426
2016-05-20,1137.0,8,3.0,5,2016,20,290
2016-05-20,1137.0,9,3.0,5,2016,20,984
2016-05-20,1137.0,10,3.0,5,2016,20,314
2016-05-21,1138.0,3,4.0,5,2016,21,26
2016-05-21,1138.0,4,4.0,5,2016,21,35
2016-05-21,1138.0,9,4.0,5,2016,21,49
2016-05-22,1139.0,9,5.0,5,2016,22,13
2016-05-23,1140.0,1,7.0,5,2016,23,118
2016-05-23,1140.0,2,7.0,5,2016,23,376
2016-05-23,1140.0,3,7.0,5,2016,23,402
2016-05-23,1140.0,4,7.0,5,2016,23,597
2016-05-23,1140.0,5,7.0,5,2016,23,382
2016-05-23,1140.0,6,7.0,5,2016,23,354
2016-05-23,1140.0,7,7.0,5,2016,23,395
2016-05-23,1140.0,8,7.0,5,2016,23,509
2016-05-23,1140.0,9,7.0,5,2016,23,769
2016-05-23,1140.0,10,7.0,5,2016,23,292
2016-05-24,1141.0,1,1.0,5,2016,24,191
2016-05-24,1141.0,2,1.0,5,2016,24,260
2016-05-24,1141.0,3,1.0,5,2016,24,143
2016-05-24,1141.0,4,1.0,5,2016,24,494
2016-05-24,1141.0,5,1.0,5,2016,24,558
2016-05-24,1141.0,6,1.0,5,2016,24,187
2016-05-24,1141.0,7,1.0,5,2016,24,253
2016-05-24,1141.0,8,1.0,5,2016,24,359
2016-05-24,1141.0,9,1.0,5,2016,24,790
2016-05-24,1141.0,10,1.0,5,2016,24,247
2016-05-25,1142.0,1,2.0,5,2016,25,306
2016-05-25,1142.0,2,2.0,5,2016,25,109
2016-05-25,1142.0,3,2.0,5,2016,25,285
2016-05-25,1142.0,4,2.0,5,2016,25,380
2016-05-25,1142.0,5,2.0,5,2016,25,257
2016-05-25,1142.0,6,2.0,5,2016,25,343
2016-05-25,1142.0,7,2.0,5,2016,25,281
2016-05-25,1142.0,8,2.0,5,2016,25,346
2016-05-25,1142.0,9,2.0,5,2016,25,703
2016-05-25,1142.0,10,2.0,5,2016,25,309
2016-05-26,1143.0,1,3.0,5,2016,26,318
2016-05-26,1143.0,2,3.0,5,2016,26,236
2016-05-26,1143.0,3,3.0,5,2016,26,133
2016-05-26,1143.0,4,3.0,5,2016,26,421
2016-05-26,1143.0,5,3.0,5,2016,26,103
2016-05-26,1143.0,6,3.0,5,2016,26,333
2016-05-26,1143.0,7,3.0,5,2016,26,590
2016-05-26,1143.0,8,3.0,5,2016,26,452
2016-05-26,1143.0,9,3.0,5,2016,26,781
2016-05-26,1143.0,10,3.0,5,2016,26,157
2016-05-27,1144.0,1,4.0,5,2016,27,449
2016-05-27,1144.0,2,4.0,5,2016,27,239
2016-05-27,1144.0,3,4.0,5,2016,27,157
2016-05-27,1144.0,4,4.0,5,2016,27,227
2016-05-27,1144.0,5,4.0,5,2016,27,512
2016-05-27,1144.0,6,4.0,5,2016,27,238
2016-05-27,1144.0,7,4.0,5,2016,27,206
2016-05-27,1144.0,8,4.0,5,2016,27,228
2016-05-27,1144.0,9,4.0,5,2016,27,528
2016-05-27,1144.0,10,4.0,5,2016,27,124
2016-05-28,1145.0,1,5.0,5,2016,28,272
2016-05-28,1145.0,2,5.0,5,2016,28,232
2016-05-28,1145.0,3,5.0,5,2016,28,285
2016-05-28,1145.0,4,5.0,5,2016,28,342
2016-05-28,1145.0,5,5.0,5,2016,28,264
2016-05-28,1145.0,6,5.0,5,2016,28,171
2016-05-28,1145.0,7,5.0,5,2016,28,197
2016-05-28,1145.0,8,5.0,5,2016,28,166
2016-05-28,1145.0,9,5.0,5,2016,28,603
2016-05-28,1145.0,10,5.0,5,2016,28,247
2016-05-29,1146.0,1,6.0,5,2016,29,34
2016-05-29,1146.0,2,6.0,5,2016,29,72
2016-05-29,1146.0,3,6.0,5,2016,29,178
2016-05-29,1146.0,4,6.0,5,2016,29,71
2016-05-29,1146.0,5,6.0,5,2016,29,73
2016-05-29,1146.0,6,6.0,5,2016,29,65
2016-05-29,1146.0,7,6.0,5,2016,29,105
2016-05-29,1146.0,8,6.0,5,2016,29,138
2016-05-29,1146.0,9,6.0,5,2016,29,184
2016-05-30,1147.0,9,7.0,5,2016,30,15
2016-05-31,1148.0,1,1.0,5,2016,31,517
2016-05-31,1148.0,2,1.0,5,2016,31,318
2016-05-31,1148.0,3,1.0,5,2016,31,285
2016-05-31,1148.0,4,1.0,5,2016,31,380
2016-05-31,1148.0,5,1.0,5,2016,31,470
2016-05-31,1148.0,6,1.0,5,2016,31,197
2016-05-31,1148.0,7,1.0,5,2016,31,393
2016-05-31,1148.0,8,1.0,5,2016,31,249
2016-05-31,1148.0,9,1.0,5,2016,31,911
2016-05-31,1148.0,10,1.0,5,2016,31,314
2016-06-01,1149.0,1,2.0,6,2016,1,374
2016-06-01,1149.0,2,2.0,6,2016,1,289
2016-06-01,1149.0,3,2.0,6,2016,1,285
2016-06-01,1149.0,4,2.0,6,2016,1,475
2016-06-01,1149.0,5,2.0,6,2016,1,294
2016-06-01,1149.0,6,2.0,6,2016,1,168
2016-06-01,1149.0,7,2.0,6,2016,1,211
2016-06-01,1149.0,8,2.0,6,2016,1,276
2016-06-01,1149.0,9,2.0,6,2016,1,1038
2016-06-01,1149.0,10,2.0,6,2016,1,168
2016-06-02,1150.0,1,3.0,6,2016,2,349
2016-06-02,1150.0,2,3.0,6,2016,2,270
2016-06-02,1150.0,3,3.0,6,2016,2,299
2016-06-02,1150.0,4,3.0,6,2016,2,466
2016-06-02,1150.0,5,3.0,6,2016,2,206
2016-06-02,1150.0,6,3.0,6,2016,2,429
2016-06-02,1150.0,7,3.0,6,2016,2,328
2016-06-02,1150.0,8,3.0,6,2016,2,419
2016-06-02,1150.0,9,3.0,6,2016,2,906
2016-06-02,1150.0,10,3.0,6,2016,2,157
2016-06-03,1151.0,1,4.0,6,2016,3,200
2016-06-03,1151.0,2,4.0,6,2016,3,106
2016-06-03,1151.0,3,4.0,6,2016,3,26
2016-06-03,1151.0,4,4.0,6,2016,3,261
2016-06-03,1151.0,5,4.0,6,2016,3,188
2016-06-03,1151.0,6,4.0,6,2016,3,176
2016-06-03,1151.0,7,4.0,6,2016,3,232
2016-06-03,1151.0,8,4.0,6,2016,3,253
2016-06-03,1151.0,9,4.0,6,2016,3,626
2016-06-03,1151.0,10,4.0,6,2016,3,144
2016-06-04,1152.0,1,5.0,6,2016,4,82
2016-06-04,1152.0,2,5.0,6,2016,4,174
2016-06-04,1152.0,3,5.0,6,2016,4,143
2016-06-04,1152.0,4,5.0,6,2016,4,228
2016-06-04,1152.0,5,5.0,6,2016,4,176
2016-06-04,1152.0,6,5.0,6,2016,4,213
2016-06-04,1152.0,7,5.0,6,2016,4,421
2016-06-04,1152.0,8,5.0,6,2016,4,304
2016-06-04,1152.0,9,5.0,6,2016,4,911
2016-06-04,1152.0,10,5.0,6,2016,4,494
2016-06-05,1153.0,1,6.0,6,2016,5,102
2016-06-05,1153.0,2,6.0,6,2016,5,72
2016-06-05,1153.0,3,6.0,6,2016,5,107
2016-06-05,1153.0,4,6.0,6,2016,5,119
2016-06-05,1153.0,5,6.0,6,2016,5,37
2016-06-05,1153.0,6,6.0,6,2016,5,58
2016-06-05,1153.0,7,6.0,6,2016,5,105
2016-06-05,1153.0,8,6.0,6,2016,5,138
2016-06-05,1153.0,9,6.0,6,2016,5,234
2016-06-05,1153.0,10,6.0,6,2016,5,28
2016-06-06,1154.0,3,7.0,6,2016,6,31
2016-06-06,1154.0,7,7.0,6,2016,6,30
2016-06-06,1154.0,9,7.0,6,2016,6,15
2016-06-07,1155.0,1,1.0,6,2016,7,463
2016-06-07,1155.0,2,1.0,6,2016,7,174
2016-06-07,1155.0,3,1.0,6,2016,7,342
2016-06-07,1155.0,4,1.0,6,2016,7,532
2016-06-07,1155.0,5,1.0,6,2016,7,499
2016-06-07,1155.0,6,1.0,6,2016,7,347
2016-06-07,1155.0,7,1.0,6,2016,7,225
2016-06-07,1155.0,8,1.0,6,2016,7,359
2016-06-07,1155.0,9,1.0,6,2016,7,1366
2016-06-07,1155.0,10,1.0,6,2016,7,270
2016-06-08,1156.0,1,2.0,6,2016,8,408
2016-06-08,1156.0,2,2.0,6,2016,8,289
2016-06-08,1156.0,3,2.0,6,2016,8,356
2016-06-08,1156.0,4,2.0,6,2016,8,356
2016-06-08,1156.0,5,2.0,6,2016,8,441
2016-06-08,1156.0,6,2.0,6,2016,8,285
2016-06-08,1156.0,7,2.0,6,2016,8,316
2016-06-08,1156.0,8,2.0,6,2016,8,449
2016-06-08,1156.0,9,2.0,6,2016,8,1624
2016-06-08,1156.0,10,2.0,6,2016,8,337
2016-06-09,1157.0,1,3.0,6,2016,9,254
2016-06-09,1157.0,2,3.0,6,2016,9,203
2016-06-09,1157.0,3,3.0,6,2016,9,200
2016-06-09,1157.0,4,3.0,6,2016,9,421
2016-06-09,1157.0,5,3.0,6,2016,9,548
2016-06-09,1157.0,6,3.0,6,2016,9,321
2016-06-09,1157.0,7,3.0,6,2016,9,360
2016-06-09,1157.0,8,3.0,6,2016,9,419
2016-06-09,1157.0,9,3.0,6,2016,9,1734
2016-06-09,1157.0,10,3.0,6,2016,9,288
2016-06-10,1158.0,1,4.0,6,2016,10,200
2016-06-10,1158.0,2,4.0,6,2016,10,212
2016-06-10,1158.0,3,4.0,6,2016,10,314
2016-06-10,1158.0,4,4.0,6,2016,10,314
2016-06-10,1158.0,5,4.0,6,2016,10,269
2016-06-10,1158.0,6,4.0,6,2016,10,228
2016-06-10,1158.0,7,4.0,6,2016,10,154
2016-06-10,1158.0,8,4.0,6,2016,10,811
2016-06-10,1158.0,9,4.0,6,2016,10,1129
2016-06-10,1158.0,10,4.0,6,2016,10,165
2016-06-11,1159.0,1,5.0,6,2016,11,191
2016-06-11,1159.0,2,5.0,6,2016,11,174
2016-06-11,1159.0,3,5.0,6,2016,11,171
2016-06-11,1159.0,4,5.0,6,2016,11,190
2016-06-11,1159.0,5,5.0,6,2016,11,147
2016-06-11,1159.0,6,5.0,6,2016,11,161
2016-06-11,1159.0,7,5.0,6,2016,11,225
2016-06-11,1159.0,8,5.0,6,2016,11,332
2016-06-11,1159.0,9,5.0,6,2016,11,482
2016-06-11,1159.0,10,5.0,6,2016,11,225
2016-06-12,1160.0,1,6.0,6,2016,12,136
2016-06-12,1160.0,2,6.0,6,2016,12,36
2016-06-12,1160.0,3,6.0,6,2016,12,178
2016-06-12,1160.0,4,6.0,6,2016,12,71
2016-06-12,1160.0,5,6.0,6,2016,12,220
2016-06-12,1160.0,6,6.0,6,2016,12,26
2016-06-12,1160.0,7,6.0,6,2016,12,105
2016-06-12,1160.0,8,6.0,6,2016,12,242
2016-06-12,1160.0,9,6.0,6,2016,12,218
2016-06-12,1160.0,10,6.0,6,2016,12,112
2016-06-13,1161.0,9,7.0,6,2016,13,44
2016-06-14,1162.0,1,1.0,6,2016,14,136
2016-06-14,1162.0,2,1.0,6,2016,14,116
2016-06-14,1162.0,3,1.0,6,2016,14,228
2016-06-14,1162.0,4,1.0,6,2016,14,266
2016-06-14,1162.0,5,1.0,6,2016,14,470
2016-06-14,1162.0,6,1.0,6,2016,14,301
2016-06-14,1162.0,7,1.0,6,2016,14,281
2016-06-14,1162.0,8,1.0,6,2016,14,359
2016-06-14,1162.0,9,1.0,6,2016,14,482
2016-06-14,1162.0,10,1.0,6,2016,14,180
2016-06-15,1163.0,1,2.0,6,2016,15,204
2016-06-15,1163.0,2,2.0,6,2016,15,36
2016-06-15,1163.0,3,2.0,6,2016,15,392
2016-06-15,1163.0,4,2.0,6,2016,15,380
2016-06-15,1163.0,5,2.0,6,2016,15,404
2016-06-15,1163.0,6,2.0,6,2016,15,292
2016-06-15,1163.0,7,2.0,6,2016,15,246
2016-06-15,1163.0,8,2.0,6,2016,15,207
2016-06-15,1163.0,9,2.0,6,2016,15,770
2016-06-15,1163.0,10,2.0,6,2016,15,309
2016-06-16,1164.0,1,3.0,6,2016,16,286
2016-06-16,1164.0,2,3.0,6,2016,16,203
2016-06-16,1164.0,3,3.0,6,2016,16,233
2016-06-16,1164.0,4,3.0,6,2016,16,466
