0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,date,day_of_week,brand
1.0,1251.0,1.0,4.0,9.0,2016.0,24.0,1565001.0,1251.0,5004.0,11259.0,2522016.0,30024.0,1.0,4.0,9.0,2016.0,24.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,1
1.0,1251.0,2.0,4.0,9.0,2016.0,24.0,1565001.0,2502.0,5004.0,11259.0,2522016.0,30024.0,4.0,8.0,18.0,4032.0,48.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,2
1.0,1251.0,3.0,4.0,9.0,2016.0,24.0,1565001.0,3753.0,5004.0,11259.0,2522016.0,30024.0,9.0,12.0,27.0,6048.0,72.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,3
1.0,1251.0,4.0,4.0,9.0,2016.0,24.0,1565001.0,5004.0,5004.0,11259.0,2522016.0,30024.0,16.0,16.0,36.0,8064.0,96.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,4
1.0,1251.0,5.0,4.0,9.0,2016.0,24.0,1565001.0,6255.0,5004.0,11259.0,2522016.0,30024.0,25.0,20.0,45.0,10080.0,120.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,5
1.0,1251.0,6.0,4.0,9.0,2016.0,24.0,1565001.0,7506.0,5004.0,11259.0,2522016.0,30024.0,36.0,24.0,54.0,12096.0,144.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,6
1.0,1251.0,7.0,4.0,9.0,2016.0,24.0,1565001.0,8757.0,5004.0,11259.0,2522016.0,30024.0,49.0,28.0,63.0,14112.0,168.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,7
1.0,1251.0,8.0,4.0,9.0,2016.0,24.0,1565001.0,10008.0,5004.0,11259.0,2522016.0,30024.0,64.0,32.0,72.0,16128.0,192.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,8
1.0,1251.0,9.0,4.0,9.0,2016.0,24.0,1565001.0,11259.0,5004.0,11259.0,2522016.0,30024.0,81.0,36.0,81.0,18144.0,216.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,9
1.0,1251.0,10.0,4.0,9.0,2016.0,24.0,1565001.0,12510.0,5004.0,11259.0,2522016.0,30024.0,100.0,40.0,90.0,20160.0,240.0,16.0,36.0,8064.0,96.0,81.0,18144.0,216.0,4064256.0,48384.0,576.0,1251.0,4.0,10
1.0,1252.0,1.0,5.0,9.0,2016.0,25.0,1567504.0,1252.0,6260.0,11268.0,2524032.0,31300.0,1.0,5.0,9.0,2016.0,25.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,1
1.0,1252.0,2.0,5.0,9.0,2016.0,25.0,1567504.0,2504.0,6260.0,11268.0,2524032.0,31300.0,4.0,10.0,18.0,4032.0,50.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,2
1.0,1252.0,3.0,5.0,9.0,2016.0,25.0,1567504.0,3756.0,6260.0,11268.0,2524032.0,31300.0,9.0,15.0,27.0,6048.0,75.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,3
1.0,1252.0,4.0,5.0,9.0,2016.0,25.0,1567504.0,5008.0,6260.0,11268.0,2524032.0,31300.0,16.0,20.0,36.0,8064.0,100.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,4
1.0,1252.0,5.0,5.0,9.0,2016.0,25.0,1567504.0,6260.0,6260.0,11268.0,2524032.0,31300.0,25.0,25.0,45.0,10080.0,125.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,5
1.0,1252.0,6.0,5.0,9.0,2016.0,25.0,1567504.0,7512.0,6260.0,11268.0,2524032.0,31300.0,36.0,30.0,54.0,12096.0,150.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,6
1.0,1252.0,7.0,5.0,9.0,2016.0,25.0,1567504.0,8764.0,6260.0,11268.0,2524032.0,31300.0,49.0,35.0,63.0,14112.0,175.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,7
1.0,1252.0,8.0,5.0,9.0,2016.0,25.0,1567504.0,10016.0,6260.0,11268.0,2524032.0,31300.0,64.0,40.0,72.0,16128.0,200.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,8
1.0,1252.0,9.0,5.0,9.0,2016.0,25.0,1567504.0,11268.0,6260.0,11268.0,2524032.0,31300.0,81.0,45.0,81.0,18144.0,225.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,9
1.0,1252.0,10.0,5.0,9.0,2016.0,25.0,1567504.0,12520.0,6260.0,11268.0,2524032.0,31300.0,100.0,50.0,90.0,20160.0,250.0,25.0,45.0,10080.0,125.0,81.0,18144.0,225.0,4064256.0,50400.0,625.0,1252.0,5.0,10
1.0,1253.0,1.0,6.0,9.0,2016.0,26.0,1570009.0,1253.0,7518.0,11277.0,2526048.0,32578.0,1.0,6.0,9.0,2016.0,26.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,1
1.0,1253.0,2.0,6.0,9.0,2016.0,26.0,1570009.0,2506.0,7518.0,11277.0,2526048.0,32578.0,4.0,12.0,18.0,4032.0,52.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,2
1.0,1253.0,3.0,6.0,9.0,2016.0,26.0,1570009.0,3759.0,7518.0,11277.0,2526048.0,32578.0,9.0,18.0,27.0,6048.0,78.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,3
1.0,1253.0,4.0,6.0,9.0,2016.0,26.0,1570009.0,5012.0,7518.0,11277.0,2526048.0,32578.0,16.0,24.0,36.0,8064.0,104.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,4
1.0,1253.0,5.0,6.0,9.0,2016.0,26.0,1570009.0,6265.0,7518.0,11277.0,2526048.0,32578.0,25.0,30.0,45.0,10080.0,130.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,5
1.0,1253.0,6.0,6.0,9.0,2016.0,26.0,1570009.0,7518.0,7518.0,11277.0,2526048.0,32578.0,36.0,36.0,54.0,12096.0,156.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,6
1.0,1253.0,7.0,6.0,9.0,2016.0,26.0,1570009.0,8771.0,7518.0,11277.0,2526048.0,32578.0,49.0,42.0,63.0,14112.0,182.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,7
1.0,1253.0,8.0,6.0,9.0,2016.0,26.0,1570009.0,10024.0,7518.0,11277.0,2526048.0,32578.0,64.0,48.0,72.0,16128.0,208.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,8
1.0,1253.0,9.0,6.0,9.0,2016.0,26.0,1570009.0,11277.0,7518.0,11277.0,2526048.0,32578.0,81.0,54.0,81.0,18144.0,234.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,9
1.0,1253.0,10.0,6.0,9.0,2016.0,26.0,1570009.0,12530.0,7518.0,11277.0,2526048.0,32578.0,100.0,60.0,90.0,20160.0,260.0,36.0,54.0,12096.0,156.0,81.0,18144.0,234.0,4064256.0,52416.0,676.0,1253.0,6.0,10
1.0,1254.0,4.0,7.0,9.0,2016.0,27.0,1572516.0,5016.0,8778.0,11286.0,2528064.0,33858.0,16.0,28.0,36.0,8064.0,108.0,49.0,63.0,14112.0,189.0,81.0,18144.0,243.0,4064256.0,54432.0,729.0,1254.0,7.0,4
1.0,1255.0,1.0,1.0,9.0,2016.0,28.0,1575025.0,1255.0,1255.0,11295.0,2530080.0,35140.0,1.0,1.0,9.0,2016.0,28.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,1
1.0,1255.0,2.0,1.0,9.0,2016.0,28.0,1575025.0,2510.0,1255.0,11295.0,2530080.0,35140.0,4.0,2.0,18.0,4032.0,56.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,2
1.0,1255.0,3.0,1.0,9.0,2016.0,28.0,1575025.0,3765.0,1255.0,11295.0,2530080.0,35140.0,9.0,3.0,27.0,6048.0,84.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,3
1.0,1255.0,4.0,1.0,9.0,2016.0,28.0,1575025.0,5020.0,1255.0,11295.0,2530080.0,35140.0,16.0,4.0,36.0,8064.0,112.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,4
1.0,1255.0,5.0,1.0,9.0,2016.0,28.0,1575025.0,6275.0,1255.0,11295.0,2530080.0,35140.0,25.0,5.0,45.0,10080.0,140.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,5
1.0,1255.0,6.0,1.0,9.0,2016.0,28.0,1575025.0,7530.0,1255.0,11295.0,2530080.0,35140.0,36.0,6.0,54.0,12096.0,168.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,6
1.0,1255.0,7.0,1.0,9.0,2016.0,28.0,1575025.0,8785.0,1255.0,11295.0,2530080.0,35140.0,49.0,7.0,63.0,14112.0,196.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,7
1.0,1255.0,8.0,1.0,9.0,2016.0,28.0,1575025.0,10040.0,1255.0,11295.0,2530080.0,35140.0,64.0,8.0,72.0,16128.0,224.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,8
1.0,1255.0,9.0,1.0,9.0,2016.0,28.0,1575025.0,11295.0,1255.0,11295.0,2530080.0,35140.0,81.0,9.0,81.0,18144.0,252.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,9
1.0,1255.0,10.0,1.0,9.0,2016.0,28.0,1575025.0,12550.0,1255.0,11295.0,2530080.0,35140.0,100.0,10.0,90.0,20160.0,280.0,1.0,9.0,2016.0,28.0,81.0,18144.0,252.0,4064256.0,56448.0,784.0,1255.0,1.0,10
1.0,1256.0,1.0,2.0,9.0,2016.0,29.0,1577536.0,1256.0,2512.0,11304.0,2532096.0,36424.0,1.0,2.0,9.0,2016.0,29.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,1
1.0,1256.0,2.0,2.0,9.0,2016.0,29.0,1577536.0,2512.0,2512.0,11304.0,2532096.0,36424.0,4.0,4.0,18.0,4032.0,58.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,2
1.0,1256.0,3.0,2.0,9.0,2016.0,29.0,1577536.0,3768.0,2512.0,11304.0,2532096.0,36424.0,9.0,6.0,27.0,6048.0,87.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,3
1.0,1256.0,4.0,2.0,9.0,2016.0,29.0,1577536.0,5024.0,2512.0,11304.0,2532096.0,36424.0,16.0,8.0,36.0,8064.0,116.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,4
1.0,1256.0,5.0,2.0,9.0,2016.0,29.0,1577536.0,6280.0,2512.0,11304.0,2532096.0,36424.0,25.0,10.0,45.0,10080.0,145.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,5
1.0,1256.0,6.0,2.0,9.0,2016.0,29.0,1577536.0,7536.0,2512.0,11304.0,2532096.0,36424.0,36.0,12.0,54.0,12096.0,174.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,6
1.0,1256.0,7.0,2.0,9.0,2016.0,29.0,1577536.0,8792.0,2512.0,11304.0,2532096.0,36424.0,49.0,14.0,63.0,14112.0,203.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,7
1.0,1256.0,8.0,2.0,9.0,2016.0,29.0,1577536.0,10048.0,2512.0,11304.0,2532096.0,36424.0,64.0,16.0,72.0,16128.0,232.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,8
1.0,1256.0,9.0,2.0,9.0,2016.0,29.0,1577536.0,11304.0,2512.0,11304.0,2532096.0,36424.0,81.0,18.0,81.0,18144.0,261.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,9
1.0,1256.0,10.0,2.0,9.0,2016.0,29.0,1577536.0,12560.0,2512.0,11304.0,2532096.0,36424.0,100.0,20.0,90.0,20160.0,290.0,4.0,18.0,4032.0,58.0,81.0,18144.0,261.0,4064256.0,58464.0,841.0,1256.0,2.0,10
1.0,1257.0,1.0,3.0,9.0,2016.0,30.0,1580049.0,1257.0,3771.0,11313.0,2534112.0,37710.0,1.0,3.0,9.0,2016.0,30.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,1
1.0,1257.0,2.0,3.0,9.0,2016.0,30.0,1580049.0,2514.0,3771.0,11313.0,2534112.0,37710.0,4.0,6.0,18.0,4032.0,60.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,2
1.0,1257.0,3.0,3.0,9.0,2016.0,30.0,1580049.0,3771.0,3771.0,11313.0,2534112.0,37710.0,9.0,9.0,27.0,6048.0,90.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,3
1.0,1257.0,4.0,3.0,9.0,2016.0,30.0,1580049.0,5028.0,3771.0,11313.0,2534112.0,37710.0,16.0,12.0,36.0,8064.0,120.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,4
1.0,1257.0,5.0,3.0,9.0,2016.0,30.0,1580049.0,6285.0,3771.0,11313.0,2534112.0,37710.0,25.0,15.0,45.0,10080.0,150.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,5
1.0,1257.0,6.0,3.0,9.0,2016.0,30.0,1580049.0,7542.0,3771.0,11313.0,2534112.0,37710.0,36.0,18.0,54.0,12096.0,180.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,6
1.0,1257.0,7.0,3.0,9.0,2016.0,30.0,1580049.0,8799.0,3771.0,11313.0,2534112.0,37710.0,49.0,21.0,63.0,14112.0,210.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,7
1.0,1257.0,8.0,3.0,9.0,2016.0,30.0,1580049.0,10056.0,3771.0,11313.0,2534112.0,37710.0,64.0,24.0,72.0,16128.0,240.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,8
1.0,1257.0,9.0,3.0,9.0,2016.0,30.0,1580049.0,11313.0,3771.0,11313.0,2534112.0,37710.0,81.0,27.0,81.0,18144.0,270.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,9
1.0,1257.0,10.0,3.0,9.0,2016.0,30.0,1580049.0,12570.0,3771.0,11313.0,2534112.0,37710.0,100.0,30.0,90.0,20160.0,300.0,9.0,27.0,6048.0,90.0,81.0,18144.0,270.0,4064256.0,60480.0,900.0,1257.0,3.0,10
1.0,1258.0,1.0,4.0,10.0,2016.0,1.0,1582564.0,1258.0,5032.0,12580.0,2536128.0,1258.0,1.0,4.0,10.0,2016.0,1.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,1
1.0,1258.0,2.0,4.0,10.0,2016.0,1.0,1582564.0,2516.0,5032.0,12580.0,2536128.0,1258.0,4.0,8.0,20.0,4032.0,2.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,2
1.0,1258.0,3.0,4.0,10.0,2016.0,1.0,1582564.0,3774.0,5032.0,12580.0,2536128.0,1258.0,9.0,12.0,30.0,6048.0,3.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,3
1.0,1258.0,4.0,4.0,10.0,2016.0,1.0,1582564.0,5032.0,5032.0,12580.0,2536128.0,1258.0,16.0,16.0,40.0,8064.0,4.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,4
1.0,1258.0,5.0,4.0,10.0,2016.0,1.0,1582564.0,6290.0,5032.0,12580.0,2536128.0,1258.0,25.0,20.0,50.0,10080.0,5.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,5
1.0,1258.0,6.0,4.0,10.0,2016.0,1.0,1582564.0,7548.0,5032.0,12580.0,2536128.0,1258.0,36.0,24.0,60.0,12096.0,6.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,6
1.0,1258.0,7.0,4.0,10.0,2016.0,1.0,1582564.0,8806.0,5032.0,12580.0,2536128.0,1258.0,49.0,28.0,70.0,14112.0,7.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,7
1.0,1258.0,8.0,4.0,10.0,2016.0,1.0,1582564.0,10064.0,5032.0,12580.0,2536128.0,1258.0,64.0,32.0,80.0,16128.0,8.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,8
1.0,1258.0,9.0,4.0,10.0,2016.0,1.0,1582564.0,11322.0,5032.0,12580.0,2536128.0,1258.0,81.0,36.0,90.0,18144.0,9.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,9
1.0,1258.0,10.0,4.0,10.0,2016.0,1.0,1582564.0,12580.0,5032.0,12580.0,2536128.0,1258.0,100.0,40.0,100.0,20160.0,10.0,16.0,40.0,8064.0,4.0,100.0,20160.0,10.0,4064256.0,2016.0,1.0,1258.0,4.0,10
1.0,1259.0,1.0,5.0,10.0,2016.0,2.0,1585081.0,1259.0,6295.0,12590.0,2538144.0,2518.0,1.0,5.0,10.0,2016.0,2.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,1
1.0,1259.0,2.0,5.0,10.0,2016.0,2.0,1585081.0,2518.0,6295.0,12590.0,2538144.0,2518.0,4.0,10.0,20.0,4032.0,4.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,2
1.0,1259.0,3.0,5.0,10.0,2016.0,2.0,1585081.0,3777.0,6295.0,12590.0,2538144.0,2518.0,9.0,15.0,30.0,6048.0,6.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,3
1.0,1259.0,4.0,5.0,10.0,2016.0,2.0,1585081.0,5036.0,6295.0,12590.0,2538144.0,2518.0,16.0,20.0,40.0,8064.0,8.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,4
1.0,1259.0,5.0,5.0,10.0,2016.0,2.0,1585081.0,6295.0,6295.0,12590.0,2538144.0,2518.0,25.0,25.0,50.0,10080.0,10.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,5
1.0,1259.0,6.0,5.0,10.0,2016.0,2.0,1585081.0,7554.0,6295.0,12590.0,2538144.0,2518.0,36.0,30.0,60.0,12096.0,12.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,6
1.0,1259.0,7.0,5.0,10.0,2016.0,2.0,1585081.0,8813.0,6295.0,12590.0,2538144.0,2518.0,49.0,35.0,70.0,14112.0,14.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,7
1.0,1259.0,8.0,5.0,10.0,2016.0,2.0,1585081.0,10072.0,6295.0,12590.0,2538144.0,2518.0,64.0,40.0,80.0,16128.0,16.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,8
1.0,1259.0,9.0,5.0,10.0,2016.0,2.0,1585081.0,11331.0,6295.0,12590.0,2538144.0,2518.0,81.0,45.0,90.0,18144.0,18.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,9
1.0,1259.0,10.0,5.0,10.0,2016.0,2.0,1585081.0,12590.0,6295.0,12590.0,2538144.0,2518.0,100.0,50.0,100.0,20160.0,20.0,25.0,50.0,10080.0,10.0,100.0,20160.0,20.0,4064256.0,4032.0,4.0,1259.0,5.0,10
1.0,1260.0,1.0,6.0,10.0,2016.0,3.0,1587600.0,1260.0,7560.0,12600.0,2540160.0,3780.0,1.0,6.0,10.0,2016.0,3.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,1
1.0,1260.0,2.0,6.0,10.0,2016.0,3.0,1587600.0,2520.0,7560.0,12600.0,2540160.0,3780.0,4.0,12.0,20.0,4032.0,6.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,2
1.0,1260.0,3.0,6.0,10.0,2016.0,3.0,1587600.0,3780.0,7560.0,12600.0,2540160.0,3780.0,9.0,18.0,30.0,6048.0,9.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,3
1.0,1260.0,4.0,6.0,10.0,2016.0,3.0,1587600.0,5040.0,7560.0,12600.0,2540160.0,3780.0,16.0,24.0,40.0,8064.0,12.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,4
1.0,1260.0,5.0,6.0,10.0,2016.0,3.0,1587600.0,6300.0,7560.0,12600.0,2540160.0,3780.0,25.0,30.0,50.0,10080.0,15.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,5
1.0,1260.0,6.0,6.0,10.0,2016.0,3.0,1587600.0,7560.0,7560.0,12600.0,2540160.0,3780.0,36.0,36.0,60.0,12096.0,18.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,6
1.0,1260.0,7.0,6.0,10.0,2016.0,3.0,1587600.0,8820.0,7560.0,12600.0,2540160.0,3780.0,49.0,42.0,70.0,14112.0,21.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,7
1.0,1260.0,8.0,6.0,10.0,2016.0,3.0,1587600.0,10080.0,7560.0,12600.0,2540160.0,3780.0,64.0,48.0,80.0,16128.0,24.0,36.0,60.0,12096.0,18.0,100.0,20160.0,30.0,4064256.0,6048.0,9.0,1260.0,6.0,8
