r_date,date,brand,day_of_week
2016-05-11,1129.0,4,1.0
2016-05-11,1129.0,5,1.0
2016-05-11,1129.0,6,1.0
2016-05-11,1129.0,7,1.0
2016-05-11,1129.0,8,1.0
2016-05-11,1129.0,9,1.0
2016-05-11,1129.0,10,1.0
2016-05-12,1130.0,1,2.0
2016-05-12,1130.0,2,2.0
2016-05-12,1130.0,3,2.0
2016-05-12,1130.0,4,2.0
2016-05-12,1130.0,5,2.0
2016-05-12,1130.0,6,2.0
2016-05-12,1130.0,7,2.0
2016-05-12,1130.0,8,2.0
2016-05-12,1130.0,9,2.0
2016-05-12,1130.0,10,2.0
2016-05-13,1131.0,1,3.0
2016-05-13,1131.0,2,3.0
2016-05-13,1131.0,3,3.0
2016-05-13,1131.0,4,3.0
2016-05-13,1131.0,5,3.0
2016-05-13,1131.0,6,3.0
2016-05-13,1131.0,7,3.0
2016-05-13,1131.0,8,3.0
2016-05-13,1131.0,9,3.0
2016-05-13,1131.0,10,3.0
2016-05-14,1132.0,1,4.0
2016-05-14,1132.0,2,4.0
2016-05-14,1132.0,3,4.0
2016-05-14,1132.0,4,4.0
2016-05-14,1132.0,5,4.0
2016-05-14,1132.0,6,4.0
2016-05-14,1132.0,7,4.0
2016-05-14,1132.0,8,4.0
2016-05-14,1132.0,9,4.0
2016-05-14,1132.0,10,4.0
2016-05-15,1133.0,1,5.0
2016-05-15,1133.0,2,5.0
2016-05-15,1133.0,3,5.0
2016-05-15,1133.0,4,5.0
2016-05-15,1133.0,5,5.0
2016-05-15,1133.0,6,5.0
2016-05-15,1133.0,7,5.0
2016-05-15,1133.0,8,5.0
2016-05-15,1133.0,9,5.0
2016-05-15,1133.0,10,5.0
2016-05-16,1134.0,1,6.0
2016-05-16,1134.0,2,6.0
2016-05-16,1134.0,3,6.0
2016-05-16,1134.0,4,6.0
2016-05-16,1134.0,5,6.0
2016-05-16,1134.0,6,6.0
2016-05-16,1134.0,7,6.0
2016-05-16,1134.0,8,6.0
2016-05-16,1134.0,9,6.0
2016-05-16,1134.0,10,6.0
2016-05-17,,1,
2016-05-17,,2,
2016-05-17,,3,
2016-05-17,,4,
2016-05-17,,5,
2016-05-17,,6,
2016-05-17,,7,
2016-05-17,,8,
2016-05-17,,9,
2016-05-17,,10,
2016-05-18,1135.0,1,1.0
2016-05-18,1135.0,2,1.0
2016-05-18,1135.0,3,1.0
2016-05-18,1135.0,4,1.0
2016-05-18,1135.0,5,1.0
2016-05-18,1135.0,6,1.0
2016-05-18,1135.0,7,1.0
2016-05-18,1135.0,8,1.0
2016-05-18,1135.0,9,1.0
2016-05-18,1135.0,10,1.0
2016-05-19,1136.0,1,2.0
2016-05-19,1136.0,2,2.0
2016-05-19,1136.0,3,2.0
2016-05-19,1136.0,4,2.0
2016-05-19,1136.0,5,2.0
2016-05-19,1136.0,6,2.0
2016-05-19,1136.0,7,2.0
2016-05-19,1136.0,8,2.0
2016-05-19,1136.0,9,2.0
2016-05-19,1136.0,10,2.0
2016-05-20,1137.0,1,3.0
2016-05-20,1137.0,2,3.0
2016-05-20,1137.0,3,3.0
2016-05-20,1137.0,4,3.0
2016-05-20,1137.0,5,3.0
2016-05-20,1137.0,6,3.0
2016-05-20,1137.0,7,3.0
2016-05-20,1137.0,8,3.0
2016-05-20,1137.0,9,3.0
2016-05-20,1137.0,10,3.0
2016-05-21,1138.0,1,
2016-05-21,1138.0,2,
2016-05-21,1138.0,3,4.0
2016-05-21,1138.0,4,4.0
2016-05-21,1138.0,5,
2016-05-21,1138.0,6,
2016-05-21,1138.0,7,
2016-05-21,1138.0,8,
2016-05-21,1138.0,9,4.0
2016-05-21,1138.0,10,
2016-05-22,1139.0,1,
2016-05-22,1139.0,2,
2016-05-22,1139.0,3,
2016-05-22,1139.0,4,
2016-05-22,1139.0,5,
2016-05-22,1139.0,6,
2016-05-22,1139.0,7,
2016-05-22,1139.0,8,
2016-05-22,1139.0,9,5.0
2016-05-22,1139.0,10,
2016-05-23,1140.0,1,7.0
2016-05-23,1140.0,2,7.0
2016-05-23,1140.0,3,7.0
2016-05-23,1140.0,4,7.0
2016-05-23,1140.0,5,7.0
2016-05-23,1140.0,6,7.0
2016-05-23,1140.0,7,7.0
2016-05-23,1140.0,8,7.0
2016-05-23,1140.0,9,7.0
2016-05-23,1140.0,10,7.0
2016-05-24,1141.0,1,1.0
2016-05-24,1141.0,2,1.0
2016-05-24,1141.0,3,1.0
2016-05-24,1141.0,4,1.0
2016-05-24,1141.0,5,1.0
2016-05-24,1141.0,6,1.0
2016-05-24,1141.0,7,1.0
2016-05-24,1141.0,8,1.0
2016-05-24,1141.0,9,1.0
2016-05-24,1141.0,10,1.0
2016-05-25,1142.0,1,2.0
2016-05-25,1142.0,2,2.0
2016-05-25,1142.0,3,2.0
2016-05-25,1142.0,4,2.0
2016-05-25,1142.0,5,2.0
2016-05-25,1142.0,6,2.0
2016-05-25,1142.0,7,2.0
2016-05-25,1142.0,8,2.0
2016-05-25,1142.0,9,2.0
2016-05-25,1142.0,10,2.0
2016-05-26,1143.0,1,3.0
2016-05-26,1143.0,2,3.0
2016-05-26,1143.0,3,3.0
2016-05-26,1143.0,4,3.0
2016-05-26,1143.0,5,3.0
2016-05-26,1143.0,6,3.0
2016-05-26,1143.0,7,3.0
2016-05-26,1143.0,8,3.0
2016-05-26,1143.0,9,3.0
2016-05-26,1143.0,10,3.0
2016-05-27,1144.0,1,4.0
2016-05-27,1144.0,2,4.0
2016-05-27,1144.0,3,4.0
2016-05-27,1144.0,4,4.0
2016-05-27,1144.0,5,4.0
2016-05-27,1144.0,6,4.0
2016-05-27,1144.0,7,4.0
2016-05-27,1144.0,8,4.0
2016-05-27,1144.0,9,4.0
2016-05-27,1144.0,10,4.0
2016-05-28,1145.0,1,5.0
2016-05-28,1145.0,2,5.0
2016-05-28,1145.0,3,5.0
2016-05-28,1145.0,4,5.0
2016-05-28,1145.0,5,5.0
2016-05-28,1145.0,6,5.0
2016-05-28,1145.0,7,5.0
2016-05-28,1145.0,8,5.0
2016-05-28,1145.0,9,5.0
2016-05-28,1145.0,10,5.0
2016-05-29,1146.0,1,6.0
2016-05-29,1146.0,2,6.0
2016-05-29,1146.0,3,6.0
2016-05-29,1146.0,4,6.0
2016-05-29,1146.0,5,6.0
2016-05-29,1146.0,6,6.0
2016-05-29,1146.0,7,6.0
2016-05-29,1146.0,8,6.0
2016-05-29,1146.0,9,6.0
2016-05-29,1146.0,10,
2016-05-30,1147.0,1,
2016-05-30,1147.0,2,
2016-05-30,1147.0,3,
2016-05-30,1147.0,4,
2016-05-30,1147.0,5,
2016-05-30,1147.0,6,
2016-05-30,1147.0,7,
2016-05-30,1147.0,8,
2016-05-30,1147.0,9,7.0
2016-05-30,1147.0,10,
2016-05-31,1148.0,1,1.0
2016-05-31,1148.0,2,1.0
2016-05-31,1148.0,3,1.0
2016-05-31,1148.0,4,1.0
2016-05-31,1148.0,5,1.0
2016-05-31,1148.0,6,1.0
2016-05-31,1148.0,7,1.0
2016-05-31,1148.0,8,1.0
2016-05-31,1148.0,9,1.0
2016-05-31,1148.0,10,1.0
2016-06-01,1149.0,1,2.0
2016-06-01,1149.0,2,2.0
2016-06-01,1149.0,3,2.0
2016-06-01,1149.0,4,2.0
2016-06-01,1149.0,5,2.0
2016-06-01,1149.0,6,2.0
2016-06-01,1149.0,7,2.0
2016-06-01,1149.0,8,2.0
2016-06-01,1149.0,9,2.0
2016-06-01,1149.0,10,2.0
2016-06-02,1150.0,1,3.0
2016-06-02,1150.0,2,3.0
2016-06-02,1150.0,3,3.0
2016-06-02,1150.0,4,3.0
2016-06-02,1150.0,5,3.0
2016-06-02,1150.0,6,3.0
2016-06-02,1150.0,7,3.0
2016-06-02,1150.0,8,3.0
2016-06-02,1150.0,9,3.0
2016-06-02,1150.0,10,3.0
2016-06-03,1151.0,1,4.0
2016-06-03,1151.0,2,4.0
2016-06-03,1151.0,3,4.0
2016-06-03,1151.0,4,4.0
2016-06-03,1151.0,5,4.0
2016-06-03,1151.0,6,4.0
2016-06-03,1151.0,7,4.0
2016-06-03,1151.0,8,4.0
2016-06-03,1151.0,9,4.0
2016-06-03,1151.0,10,4.0
2016-06-04,1152.0,1,5.0
2016-06-04,1152.0,2,5.0
2016-06-04,1152.0,3,5.0
2016-06-04,1152.0,4,5.0
2016-06-04,1152.0,5,5.0
2016-06-04,1152.0,6,5.0
2016-06-04,1152.0,7,5.0
2016-06-04,1152.0,8,5.0
2016-06-04,1152.0,9,5.0
2016-06-04,1152.0,10,5.0
2016-06-05,1153.0,1,6.0
2016-06-05,1153.0,2,6.0
2016-06-05,1153.0,3,6.0
2016-06-05,1153.0,4,6.0
2016-06-05,1153.0,5,6.0
2016-06-05,1153.0,6,6.0
2016-06-05,1153.0,7,6.0
2016-06-05,1153.0,8,6.0
2016-06-05,1153.0,9,6.0
2016-06-05,1153.0,10,6.0
2016-06-06,1154.0,1,
2016-06-06,1154.0,2,
2016-06-06,1154.0,3,7.0
2016-06-06,1154.0,4,
2016-06-06,1154.0,5,
2016-06-06,1154.0,6,
2016-06-06,1154.0,7,7.0
2016-06-06,1154.0,8,
2016-06-06,1154.0,9,7.0
2016-06-06,1154.0,10,
2016-06-07,1155.0,1,1.0
2016-06-07,1155.0,2,1.0
2016-06-07,1155.0,3,1.0
2016-06-07,1155.0,4,1.0
2016-06-07,1155.0,5,1.0
2016-06-07,1155.0,6,1.0
2016-06-07,1155.0,7,1.0
2016-06-07,1155.0,8,1.0
2016-06-07,1155.0,9,1.0
2016-06-07,1155.0,10,1.0
2016-06-08,1156.0,1,2.0
2016-06-08,1156.0,2,2.0
2016-06-08,1156.0,3,2.0
2016-06-08,1156.0,4,2.0
2016-06-08,1156.0,5,2.0
2016-06-08,1156.0,6,2.0
2016-06-08,1156.0,7,2.0
2016-06-08,1156.0,8,2.0
2016-06-08,1156.0,9,2.0
2016-06-08,1156.0,10,2.0
2016-06-09,1157.0,1,3.0
2016-06-09,1157.0,2,3.0
2016-06-09,1157.0,3,3.0
2016-06-09,1157.0,4,3.0
2016-06-09,1157.0,5,3.0
2016-06-09,1157.0,6,3.0
2016-06-09,1157.0,7,3.0
2016-06-09,1157.0,8,3.0
2016-06-09,1157.0,9,3.0
2016-06-09,1157.0,10,3.0
2016-06-10,1158.0,1,4.0
2016-06-10,1158.0,2,4.0
2016-06-10,1158.0,3,4.0
2016-06-10,1158.0,4,4.0
2016-06-10,1158.0,5,4.0
2016-06-10,1158.0,6,4.0
2016-06-10,1158.0,7,4.0
2016-06-10,1158.0,8,4.0
2016-06-10,1158.0,9,4.0
2016-06-10,1158.0,10,4.0
2016-06-11,1159.0,1,5.0
2016-06-11,1159.0,2,5.0
2016-06-11,1159.0,3,5.0
2016-06-11,1159.0,4,5.0
2016-06-11,1159.0,5,5.0
2016-06-11,1159.0,6,5.0
2016-06-11,1159.0,7,5.0
2016-06-11,1159.0,8,5.0
2016-06-11,1159.0,9,5.0
2016-06-11,1159.0,10,5.0
2016-06-12,1160.0,1,6.0
2016-06-12,1160.0,2,6.0
2016-06-12,1160.0,3,6.0
2016-06-12,1160.0,4,6.0
2016-06-12,1160.0,5,6.0
2016-06-12,1160.0,6,6.0
2016-06-12,1160.0,7,6.0
2016-06-12,1160.0,8,6.0
2016-06-12,1160.0,9,6.0
2016-06-12,1160.0,10,6.0
2016-06-13,1161.0,1,
2016-06-13,1161.0,2,
2016-06-13,1161.0,3,
2016-06-13,1161.0,4,
2016-06-13,1161.0,5,
2016-06-13,1161.0,6,
2016-06-13,1161.0,7,
2016-06-13,1161.0,8,
2016-06-13,1161.0,9,7.0
2016-06-13,1161.0,10,
2016-06-14,1162.0,1,1.0
2016-06-14,1162.0,2,1.0
2016-06-14,1162.0,3,1.0
2016-06-14,1162.0,4,1.0
2016-06-14,1162.0,5,1.0
2016-06-14,1162.0,6,1.0
2016-06-14,1162.0,7,1.0
2016-06-14,1162.0,8,1.0
2016-06-14,1162.0,9,1.0
2016-06-14,1162.0,10,1.0
2016-06-15,1163.0,1,2.0
2016-06-15,1163.0,2,2.0
2016-06-15,1163.0,3,2.0
2016-06-15,1163.0,4,2.0
2016-06-15,1163.0,5,2.0
2016-06-15,1163.0,6,2.0
2016-06-15,1163.0,7,2.0
2016-06-15,1163.0,8,2.0
2016-06-15,1163.0,9,2.0
2016-06-15,1163.0,10,2.0
2016-06-16,1164.0,1,3.0
2016-06-16,1164.0,2,3.0
2016-06-16,1164.0,3,3.0
2016-06-16,1164.0,4,3.0
2016-06-16,1164.0,5,3.0
2016-06-16,1164.0,6,3.0
2016-06-16,1164.0,7,3.0
2016-06-16,1164.0,8,3.0
2016-06-16,1164.0,9,3.0
2016-06-16,1164.0,10,3.0
2016-06-17,1165.0,1,4.0
2016-06-17,1165.0,2,4.0
2016-06-17,1165.0,3,4.0
2016-06-17,1165.0,4,4.0
2016-06-17,1165.0,5,4.0
2016-06-17,1165.0,6,4.0
2016-06-17,1165.0,7,4.0
2016-06-17,1165.0,8,4.0
2016-06-17,1165.0,9,4.0
2016-06-17,1165.0,10,4.0
2016-06-18,1166.0,1,5.0
2016-06-18,1166.0,2,5.0
2016-06-18,1166.0,3,5.0
2016-06-18,1166.0,4,5.0
2016-06-18,1166.0,5,5.0
2016-06-18,1166.0,6,5.0
2016-06-18,1166.0,7,5.0
2016-06-18,1166.0,8,5.0
2016-06-18,1166.0,9,5.0
2016-06-18,1166.0,10,5.0
2016-06-19,1167.0,1,6.0
2016-06-19,1167.0,2,
2016-06-19,1167.0,3,6.0
2016-06-19,1167.0,4,6.0
2016-06-19,1167.0,5,6.0
2016-06-19,1167.0,6,6.0
2016-06-19,1167.0,7,6.0
2016-06-19,1167.0,8,6.0
2016-06-19,1167.0,9,6.0
2016-06-19,1167.0,10,6.0
2016-06-20,,1,
2016-06-20,,2,
2016-06-20,,3,
2016-06-20,,4,
2016-06-20,,5,
2016-06-20,,6,
2016-06-20,,7,
2016-06-20,,8,
2016-06-20,,9,
2016-06-20,,10,
2016-06-21,1168.0,1,1.0
2016-06-21,1168.0,2,1.0
2016-06-21,1168.0,3,1.0
2016-06-21,1168.0,4,1.0
2016-06-21,1168.0,5,1.0
2016-06-21,1168.0,6,1.0
2016-06-21,1168.0,7,1.0
2016-06-21,1168.0,8,1.0
2016-06-21,1168.0,9,1.0
2016-06-21,1168.0,10,1.0
2016-06-22,1169.0,1,2.0
2016-06-22,1169.0,2,2.0
2016-06-22,1169.0,3,2.0
2016-06-22,1169.0,4,2.0
2016-06-22,1169.0,5,2.0
2016-06-22,1169.0,6,2.0
2016-06-22,1169.0,7,2.0
2016-06-22,1169.0,8,2.0
2016-06-22,1169.0,9,2.0
2016-06-22,1169.0,10,2.0
2016-06-23,1170.0,1,3.0
2016-06-23,1170.0,2,3.0
2016-06-23,1170.0,3,3.0
2016-06-23,1170.0,4,3.0
2016-06-23,1170.0,5,3.0
2016-06-23,1170.0,6,3.0
2016-06-23,1170.0,7,3.0
2016-06-23,1170.0,8,3.0
2016-06-23,1170.0,9,3.0
2016-06-23,1170.0,10,3.0
2016-06-24,1171.0,1,4.0
2016-06-24,1171.0,2,4.0
2016-06-24,1171.0,3,4.0
2016-06-24,1171.0,4,4.0
2016-06-24,1171.0,5,4.0
2016-06-24,1171.0,6,4.0
2016-06-24,1171.0,7,4.0
2016-06-24,1171.0,8,4.0
2016-06-24,1171.0,9,4.0
2016-06-24,1171.0,10,4.0
2016-06-25,1172.0,1,5.0
2016-06-25,1172.0,2,5.0
2016-06-25,1172.0,3,5.0
2016-06-25,1172.0,4,5.0
2016-06-25,1172.0,5,5.0
2016-06-25,1172.0,6,5.0
2016-06-25,1172.0,7,5.0
2016-06-25,1172.0,8,5.0
2016-06-25,1172.0,9,5.0
2016-06-25,1172.0,10,5.0
2016-06-26,1173.0,1,6.0
2016-06-26,1173.0,2,6.0
2016-06-26,1173.0,3,6.0
2016-06-26,1173.0,4,6.0
2016-06-26,1173.0,5,6.0
2016-06-26,1173.0,6,6.0
2016-06-26,1173.0,7,6.0
2016-06-26,1173.0,8,6.0
2016-06-26,1173.0,9,6.0
2016-06-26,1173.0,10,
2016-06-27,,1,
2016-06-27,,2,
2016-06-27,,3,
2016-06-27,,4,
2016-06-27,,5,
2016-06-27,,6,
2016-06-27,,7,
2016-06-27,,8,
2016-06-27,,9,
2016-06-27,,10,
2016-06-28,1174.0,1,1.0
2016-06-28,1174.0,2,1.0
2016-06-28,1174.0,3,1.0
2016-06-28,1174.0,4,1.0
2016-06-28,1174.0,5,1.0
2016-06-28,1174.0,6,1.0
2016-06-28,1174.0,7,1.0
2016-06-28,1174.0,8,1.0
2016-06-28,1174.0,9,1.0
2016-06-28,1174.0,10,1.0
2016-06-29,1175.0,1,2.0
2016-06-29,1175.0,2,2.0
2016-06-29,1175.0,3,2.0
2016-06-29,1175.0,4,2.0
2016-06-29,1175.0,5,2.0
2016-06-29,1175.0,6,2.0
2016-06-29,1175.0,7,2.0
2016-06-29,1175.0,8,2.0
2016-06-29,1175.0,9,2.0
2016-06-29,1175.0,10,2.0
2016-06-30,1176.0,1,3.0
2016-06-30,1176.0,2,3.0
2016-06-30,1176.0,3,3.0
2016-06-30,1176.0,4,3.0
2016-06-30,1176.0,5,3.0
2016-06-30,1176.0,6,3.0
2016-06-30,1176.0,7,3.0
2016-06-30,1176.0,8,3.0
2016-06-30,1176.0,9,3.0
2016-06-30,1176.0,10,3.0
2016-07-01,1177.0,1,4.0
2016-07-01,1177.0,2,4.0
2016-07-01,1177.0,3,4.0
2016-07-01,1177.0,4,4.0
2016-07-01,1177.0,5,4.0
2016-07-01,1177.0,6,4.0
2016-07-01,1177.0,7,4.0
2016-07-01,1177.0,8,4.0
2016-07-01,1177.0,9,4.0
2016-07-01,1177.0,10,4.0
2016-07-02,1178.0,1,5.0
2016-07-02,1178.0,2,5.0
2016-07-02,1178.0,3,5.0
2016-07-02,1178.0,4,5.0
2016-07-02,1178.0,5,5.0
2016-07-02,1178.0,6,5.0
2016-07-02,1178.0,7,5.0
2016-07-02,1178.0,8,5.0
2016-07-02,1178.0,9,5.0
2016-07-02,1178.0,10,5.0
2016-07-03,1179.0,1,6.0
2016-07-03,1179.0,2,
2016-07-03,1179.0,3,6.0
2016-07-03,1179.0,4,6.0
2016-07-03,1179.0,5,6.0
2016-07-03,1179.0,6,6.0
2016-07-03,1179.0,7,6.0
2016-07-03,1179.0,8,6.0
2016-07-03,1179.0,9,6.0
2016-07-03,1179.0,10,6.0
2016-07-04,,1,
2016-07-04,,2,
2016-07-04,,3,
2016-07-04,,4,
2016-07-04,,5,
2016-07-04,,6,
2016-07-04,,7,
2016-07-04,,8,
2016-07-04,,9,
2016-07-04,,10,
2016-07-05,1180.0,1,1.0
2016-07-05,1180.0,2,1.0
2016-07-05,1180.0,3,1.0
2016-07-05,1180.0,4,1.0
2016-07-05,1180.0,5,1.0
2016-07-05,1180.0,6,1.0
2016-07-05,1180.0,7,1.0
2016-07-05,1180.0,8,1.0
2016-07-05,1180.0,9,1.0
2016-07-05,1180.0,10,1.0
2016-07-06,1181.0,1,2.0
2016-07-06,1181.0,2,2.0
2016-07-06,1181.0,3,2.0
