0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,cnt,date,day_of_week,brand
1.0,5.0,1.0,6.0,1.0,2013.0,5.0,25.0,5.0,30.0,5.0,10065.0,25.0,1.0,6.0,1.0,2013.0,5.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,842.0,5.0,6.0,1
1.0,5.0,2.0,6.0,1.0,2013.0,5.0,25.0,10.0,30.0,5.0,10065.0,25.0,4.0,12.0,2.0,4026.0,10.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,763.0,5.0,6.0,2
1.0,5.0,3.0,6.0,1.0,2013.0,5.0,25.0,15.0,30.0,5.0,10065.0,25.0,9.0,18.0,3.0,6039.0,15.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,229.0,5.0,6.0,3
1.0,5.0,4.0,6.0,1.0,2013.0,5.0,25.0,20.0,30.0,5.0,10065.0,25.0,16.0,24.0,4.0,8052.0,20.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,1176.0,5.0,6.0,4
1.0,5.0,6.0,6.0,1.0,2013.0,5.0,25.0,30.0,30.0,5.0,10065.0,25.0,36.0,36.0,6.0,12078.0,30.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,244.0,5.0,6.0,6
1.0,5.0,7.0,6.0,1.0,2013.0,5.0,25.0,35.0,30.0,5.0,10065.0,25.0,49.0,42.0,7.0,14091.0,35.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,354.0,5.0,6.0,7
1.0,5.0,8.0,6.0,1.0,2013.0,5.0,25.0,40.0,30.0,5.0,10065.0,25.0,64.0,48.0,8.0,16104.0,40.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,63.0,5.0,6.0,8
1.0,5.0,9.0,6.0,1.0,2013.0,5.0,25.0,45.0,30.0,5.0,10065.0,25.0,81.0,54.0,9.0,18117.0,45.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,829.0,5.0,6.0,9
1.0,5.0,10.0,6.0,1.0,2013.0,5.0,25.0,50.0,30.0,5.0,10065.0,25.0,100.0,60.0,10.0,20130.0,50.0,36.0,6.0,12078.0,30.0,1.0,2013.0,5.0,4052169.0,10065.0,25.0,1107.0,5.0,6.0,10
1.0,6.0,1.0,7.0,1.0,2013.0,6.0,36.0,6.0,42.0,6.0,12078.0,36.0,1.0,7.0,1.0,2013.0,6.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,649.0,6.0,7.0,1
1.0,6.0,2.0,7.0,1.0,2013.0,6.0,36.0,12.0,42.0,6.0,12078.0,36.0,4.0,14.0,2.0,4026.0,12.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,259.0,6.0,7.0,2
1.0,6.0,3.0,7.0,1.0,2013.0,6.0,36.0,18.0,42.0,6.0,12078.0,36.0,9.0,21.0,3.0,6039.0,18.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,198.0,6.0,7.0,3
1.0,6.0,4.0,7.0,1.0,2013.0,6.0,36.0,24.0,42.0,6.0,12078.0,36.0,16.0,28.0,4.0,8052.0,24.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,812.0,6.0,7.0,4
1.0,6.0,6.0,7.0,1.0,2013.0,6.0,36.0,36.0,42.0,6.0,12078.0,36.0,36.0,42.0,6.0,12078.0,36.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,134.0,6.0,7.0,6
1.0,6.0,7.0,7.0,1.0,2013.0,6.0,36.0,42.0,42.0,6.0,12078.0,36.0,49.0,49.0,7.0,14091.0,42.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,167.0,6.0,7.0,7
1.0,6.0,8.0,7.0,1.0,2013.0,6.0,36.0,48.0,42.0,6.0,12078.0,36.0,64.0,56.0,8.0,16104.0,48.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,55.0,6.0,7.0,8
1.0,6.0,9.0,7.0,1.0,2013.0,6.0,36.0,54.0,42.0,6.0,12078.0,36.0,81.0,63.0,9.0,18117.0,54.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,412.0,6.0,7.0,9
1.0,6.0,10.0,7.0,1.0,2013.0,6.0,36.0,60.0,42.0,6.0,12078.0,36.0,100.0,70.0,10.0,20130.0,60.0,49.0,7.0,14091.0,42.0,1.0,2013.0,6.0,4052169.0,12078.0,36.0,647.0,6.0,7.0,10
1.0,7.0,1.0,1.0,1.0,2013.0,7.0,49.0,7.0,7.0,7.0,14091.0,49.0,1.0,1.0,1.0,2013.0,7.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,574.0,7.0,1.0,1
1.0,7.0,2.0,1.0,1.0,2013.0,7.0,49.0,14.0,7.0,7.0,14091.0,49.0,4.0,2.0,2.0,4026.0,14.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,371.0,7.0,1.0,2
1.0,7.0,3.0,1.0,1.0,2013.0,7.0,49.0,21.0,7.0,7.0,14091.0,49.0,9.0,3.0,3.0,6039.0,21.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,340.0,7.0,1.0,3
1.0,7.0,4.0,1.0,1.0,2013.0,7.0,49.0,28.0,7.0,7.0,14091.0,49.0,16.0,4.0,4.0,8052.0,28.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,889.0,7.0,1.0,4
1.0,7.0,6.0,1.0,1.0,2013.0,7.0,49.0,42.0,7.0,7.0,14091.0,49.0,36.0,6.0,6.0,12078.0,42.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,157.0,7.0,1.0,6
1.0,7.0,7.0,1.0,1.0,2013.0,7.0,49.0,49.0,7.0,7.0,14091.0,49.0,49.0,7.0,7.0,14091.0,49.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,232.0,7.0,1.0,7
1.0,7.0,8.0,1.0,1.0,2013.0,7.0,49.0,56.0,7.0,7.0,14091.0,49.0,64.0,8.0,8.0,16104.0,56.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,127.0,7.0,1.0,8
1.0,7.0,9.0,1.0,1.0,2013.0,7.0,49.0,63.0,7.0,7.0,14091.0,49.0,81.0,9.0,9.0,18117.0,63.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,381.0,7.0,1.0,9
1.0,7.0,10.0,1.0,1.0,2013.0,7.0,49.0,70.0,7.0,7.0,14091.0,49.0,100.0,10.0,10.0,20130.0,70.0,1.0,1.0,2013.0,7.0,1.0,2013.0,7.0,4052169.0,14091.0,49.0,638.0,7.0,1.0,10
1.0,8.0,1.0,2.0,1.0,2013.0,8.0,64.0,8.0,16.0,8.0,16104.0,64.0,1.0,2.0,1.0,2013.0,8.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,842.0,8.0,2.0,1
1.0,8.0,2.0,2.0,1.0,2013.0,8.0,64.0,16.0,16.0,8.0,16104.0,64.0,4.0,4.0,2.0,4026.0,16.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,597.0,8.0,2.0,2
1.0,8.0,3.0,2.0,1.0,2013.0,8.0,64.0,24.0,16.0,8.0,16104.0,64.0,9.0,6.0,3.0,6039.0,24.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,294.0,8.0,2.0,3
1.0,8.0,4.0,2.0,1.0,2013.0,8.0,64.0,32.0,16.0,8.0,16104.0,64.0,16.0,8.0,4.0,8052.0,32.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,893.0,8.0,2.0,4
1.0,8.0,6.0,2.0,1.0,2013.0,8.0,64.0,48.0,16.0,8.0,16104.0,64.0,36.0,12.0,6.0,12078.0,48.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,202.0,8.0,2.0,6
1.0,8.0,7.0,2.0,1.0,2013.0,8.0,64.0,56.0,16.0,8.0,16104.0,64.0,49.0,14.0,7.0,14091.0,56.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,386.0,8.0,2.0,7
1.0,8.0,8.0,2.0,1.0,2013.0,8.0,64.0,64.0,16.0,8.0,16104.0,64.0,64.0,16.0,8.0,16104.0,64.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,190.0,8.0,2.0,8
1.0,8.0,9.0,2.0,1.0,2013.0,8.0,64.0,72.0,16.0,8.0,16104.0,64.0,81.0,18.0,9.0,18117.0,72.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,399.0,8.0,2.0,9
1.0,8.0,10.0,2.0,1.0,2013.0,8.0,64.0,80.0,16.0,8.0,16104.0,64.0,100.0,20.0,10.0,20130.0,80.0,4.0,2.0,4026.0,16.0,1.0,2013.0,8.0,4052169.0,16104.0,64.0,695.0,8.0,2.0,10
1.0,9.0,1.0,3.0,1.0,2013.0,9.0,81.0,9.0,27.0,9.0,18117.0,81.0,1.0,3.0,1.0,2013.0,9.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,640.0,9.0,3.0,1
1.0,9.0,2.0,3.0,1.0,2013.0,9.0,81.0,18.0,27.0,9.0,18117.0,81.0,4.0,6.0,2.0,4026.0,18.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,557.0,9.0,3.0,2
1.0,9.0,3.0,3.0,1.0,2013.0,9.0,81.0,27.0,27.0,9.0,18117.0,81.0,9.0,9.0,3.0,6039.0,27.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,488.0,9.0,3.0,3
1.0,9.0,4.0,3.0,1.0,2013.0,9.0,81.0,36.0,27.0,9.0,18117.0,81.0,16.0,12.0,4.0,8052.0,36.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,569.0,9.0,3.0,4
1.0,9.0,6.0,3.0,1.0,2013.0,9.0,81.0,54.0,27.0,9.0,18117.0,81.0,36.0,18.0,6.0,12078.0,54.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,161.0,9.0,3.0,6
1.0,9.0,7.0,3.0,1.0,2013.0,9.0,81.0,63.0,27.0,9.0,18117.0,81.0,49.0,21.0,7.0,14091.0,63.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,270.0,9.0,3.0,7
1.0,9.0,8.0,3.0,1.0,2013.0,9.0,81.0,72.0,27.0,9.0,18117.0,81.0,64.0,24.0,8.0,16104.0,72.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,59.0,9.0,3.0,8
1.0,9.0,9.0,3.0,1.0,2013.0,9.0,81.0,81.0,27.0,9.0,18117.0,81.0,81.0,27.0,9.0,18117.0,81.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,544.0,9.0,3.0,9
1.0,9.0,10.0,3.0,1.0,2013.0,9.0,81.0,90.0,27.0,9.0,18117.0,81.0,100.0,30.0,10.0,20130.0,90.0,9.0,3.0,6039.0,27.0,1.0,2013.0,9.0,4052169.0,18117.0,81.0,673.0,9.0,3.0,10
1.0,10.0,1.0,4.0,1.0,2013.0,10.0,100.0,10.0,40.0,10.0,20130.0,100.0,1.0,4.0,1.0,2013.0,10.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,389.0,10.0,4.0,1
1.0,10.0,2.0,4.0,1.0,2013.0,10.0,100.0,20.0,40.0,10.0,20130.0,100.0,4.0,8.0,2.0,4026.0,20.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,389.0,10.0,4.0,2
1.0,10.0,3.0,4.0,1.0,2013.0,10.0,100.0,30.0,40.0,10.0,20130.0,100.0,9.0,12.0,3.0,6039.0,30.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,335.0,10.0,4.0,3
1.0,10.0,4.0,4.0,1.0,2013.0,10.0,100.0,40.0,40.0,10.0,20130.0,100.0,16.0,16.0,4.0,8052.0,40.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,623.0,10.0,4.0,4
1.0,10.0,6.0,4.0,1.0,2013.0,10.0,100.0,60.0,40.0,10.0,20130.0,100.0,36.0,24.0,6.0,12078.0,60.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,139.0,10.0,4.0,6
1.0,10.0,7.0,4.0,1.0,2013.0,10.0,100.0,70.0,40.0,10.0,20130.0,100.0,49.0,28.0,7.0,14091.0,70.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,165.0,10.0,4.0,7
1.0,10.0,8.0,4.0,1.0,2013.0,10.0,100.0,80.0,40.0,10.0,20130.0,100.0,64.0,32.0,8.0,16104.0,80.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,70.0,10.0,4.0,8
1.0,10.0,9.0,4.0,1.0,2013.0,10.0,100.0,90.0,40.0,10.0,20130.0,100.0,81.0,36.0,9.0,18117.0,90.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,439.0,10.0,4.0,9
1.0,10.0,10.0,4.0,1.0,2013.0,10.0,100.0,100.0,40.0,10.0,20130.0,100.0,100.0,40.0,10.0,20130.0,100.0,16.0,4.0,8052.0,40.0,1.0,2013.0,10.0,4052169.0,20130.0,100.0,585.0,10.0,4.0,10
1.0,11.0,1.0,5.0,1.0,2013.0,11.0,121.0,11.0,55.0,11.0,22143.0,121.0,1.0,5.0,1.0,2013.0,11.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,274.0,11.0,5.0,1
1.0,11.0,2.0,5.0,1.0,2013.0,11.0,121.0,22.0,55.0,11.0,22143.0,121.0,4.0,10.0,2.0,4026.0,22.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,504.0,11.0,5.0,2
1.0,11.0,3.0,5.0,1.0,2013.0,11.0,121.0,33.0,55.0,11.0,22143.0,121.0,9.0,15.0,3.0,6039.0,33.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,235.0,11.0,5.0,3
1.0,11.0,4.0,5.0,1.0,2013.0,11.0,121.0,44.0,55.0,11.0,22143.0,121.0,16.0,20.0,4.0,8052.0,44.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,470.0,11.0,5.0,4
1.0,11.0,6.0,5.0,1.0,2013.0,11.0,121.0,66.0,55.0,11.0,22143.0,121.0,36.0,30.0,6.0,12078.0,66.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,143.0,11.0,5.0,6
1.0,11.0,7.0,5.0,1.0,2013.0,11.0,121.0,77.0,55.0,11.0,22143.0,121.0,49.0,35.0,7.0,14091.0,77.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,154.0,11.0,5.0,7
1.0,11.0,8.0,5.0,1.0,2013.0,11.0,121.0,88.0,55.0,11.0,22143.0,121.0,64.0,40.0,8.0,16104.0,88.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,76.0,11.0,5.0,8
1.0,11.0,9.0,5.0,1.0,2013.0,11.0,121.0,99.0,55.0,11.0,22143.0,121.0,81.0,45.0,9.0,18117.0,99.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,344.0,11.0,5.0,9
1.0,11.0,10.0,5.0,1.0,2013.0,11.0,121.0,110.0,55.0,11.0,22143.0,121.0,100.0,50.0,10.0,20130.0,110.0,25.0,5.0,10065.0,55.0,1.0,2013.0,11.0,4052169.0,22143.0,121.0,741.0,11.0,5.0,10
1.0,12.0,1.0,6.0,1.0,2013.0,12.0,144.0,12.0,72.0,12.0,24156.0,144.0,1.0,6.0,1.0,2013.0,12.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,94.0,12.0,6.0,1
1.0,12.0,4.0,6.0,1.0,2013.0,12.0,144.0,48.0,72.0,12.0,24156.0,144.0,16.0,24.0,4.0,8052.0,48.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,87.0,12.0,6.0,4
1.0,12.0,6.0,6.0,1.0,2013.0,12.0,144.0,72.0,72.0,12.0,24156.0,144.0,36.0,36.0,6.0,12078.0,72.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,12.0,12.0,6.0,6
1.0,12.0,7.0,6.0,1.0,2013.0,12.0,144.0,84.0,72.0,12.0,24156.0,144.0,49.0,42.0,7.0,14091.0,84.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,64.0,12.0,6.0,7
1.0,12.0,8.0,6.0,1.0,2013.0,12.0,144.0,96.0,72.0,12.0,24156.0,144.0,64.0,48.0,8.0,16104.0,96.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,32.0,12.0,6.0,8
1.0,12.0,9.0,6.0,1.0,2013.0,12.0,144.0,108.0,72.0,12.0,24156.0,144.0,81.0,54.0,9.0,18117.0,108.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,31.0,12.0,6.0,9
1.0,12.0,10.0,6.0,1.0,2013.0,12.0,144.0,120.0,72.0,12.0,24156.0,144.0,100.0,60.0,10.0,20130.0,120.0,36.0,6.0,12078.0,72.0,1.0,2013.0,12.0,4052169.0,24156.0,144.0,129.0,12.0,6.0,10
1.0,13.0,1.0,7.0,1.0,2013.0,13.0,169.0,13.0,91.0,13.0,26169.0,169.0,1.0,7.0,1.0,2013.0,13.0,49.0,7.0,14091.0,91.0,1.0,2013.0,13.0,4052169.0,26169.0,169.0,27.0,13.0,7.0,1
1.0,13.0,3.0,7.0,1.0,2013.0,13.0,169.0,39.0,91.0,13.0,26169.0,169.0,9.0,21.0,3.0,6039.0,39.0,49.0,7.0,14091.0,91.0,1.0,2013.0,13.0,4052169.0,26169.0,169.0,28.0,13.0,7.0,3
1.0,13.0,9.0,7.0,1.0,2013.0,13.0,169.0,117.0,91.0,13.0,26169.0,169.0,81.0,63.0,9.0,18117.0,117.0,49.0,7.0,14091.0,91.0,1.0,2013.0,13.0,4052169.0,26169.0,169.0,13.0,13.0,7.0,9
1.0,14.0,1.0,1.0,1.0,2013.0,14.0,196.0,14.0,14.0,14.0,28182.0,196.0,1.0,1.0,1.0,2013.0,14.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,449.0,14.0,1.0,1
1.0,14.0,2.0,1.0,1.0,2013.0,14.0,196.0,28.0,14.0,14.0,28182.0,196.0,4.0,2.0,2.0,4026.0,28.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,212.0,14.0,1.0,2
1.0,14.0,3.0,1.0,1.0,2013.0,14.0,196.0,42.0,14.0,14.0,28182.0,196.0,9.0,3.0,3.0,6039.0,42.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,366.0,14.0,1.0,3
1.0,14.0,4.0,1.0,1.0,2013.0,14.0,196.0,56.0,14.0,14.0,28182.0,196.0,16.0,4.0,4.0,8052.0,56.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,575.0,14.0,1.0,4
1.0,14.0,6.0,1.0,1.0,2013.0,14.0,196.0,84.0,14.0,14.0,28182.0,196.0,36.0,6.0,6.0,12078.0,84.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,185.0,14.0,1.0,6
1.0,14.0,7.0,1.0,1.0,2013.0,14.0,196.0,98.0,14.0,14.0,28182.0,196.0,49.0,7.0,7.0,14091.0,98.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,257.0,14.0,1.0,7
1.0,14.0,8.0,1.0,1.0,2013.0,14.0,196.0,112.0,14.0,14.0,28182.0,196.0,64.0,8.0,8.0,16104.0,112.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,51.0,14.0,1.0,8
1.0,14.0,9.0,1.0,1.0,2013.0,14.0,196.0,126.0,14.0,14.0,28182.0,196.0,81.0,9.0,9.0,18117.0,126.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,430.0,14.0,1.0,9
1.0,14.0,10.0,1.0,1.0,2013.0,14.0,196.0,140.0,14.0,14.0,28182.0,196.0,100.0,10.0,10.0,20130.0,140.0,1.0,1.0,2013.0,14.0,1.0,2013.0,14.0,4052169.0,28182.0,196.0,721.0,14.0,1.0,10
1.0,15.0,1.0,2.0,1.0,2013.0,15.0,225.0,15.0,30.0,15.0,30195.0,225.0,1.0,2.0,1.0,2013.0,15.0,4.0,2.0,4026.0,30.0,1.0,2013.0,15.0,4052169.0,30195.0,225.0,811.0,15.0,2.0,1
1.0,15.0,2.0,2.0,1.0,2013.0,15.0,225.0,30.0,30.0,15.0,30195.0,225.0,4.0,4.0,2.0,4026.0,30.0,4.0,2.0,4026.0,30.0,1.0,2013.0,15.0,4052169.0,30195.0,225.0,597.0,15.0,2.0,2
